1.000000000000000021e-02 1.000000000000000048e-04 5.868898265143193127e-10 4.879990476332910738e-10 8.577568895261909176e+01
1.000000000000000021e-02 1.188502227437018897e-04 8.290034503377008226e-10 6.893165473083128142e-10 8.577569789599910166e+01
1.000000000000000021e-02 1.412537544622754072e-04 1.170997718927283195e-09 9.736847825503951998e-10 8.577570852528145906e+01
1.000000000000000021e-02 1.678804018122560739e-04 1.654076934404510438e-09 1.375365102188922216e-09 8.577572115828606059e+01
1.000000000000000021e-02 1.995262314968878758e-04 2.336443575260720041e-09 1.942752813405383926e-09 8.577573617275137963e+01
1.000000000000000021e-02 2.371373705661655382e-04 3.300310583832814418e-09 2.744207879226366557e-09 8.577575401763385798e+01
1.000000000000000021e-02 2.818382931264455009e-04 4.661806418599760891e-09 3.876290935596949561e-09 8.577577522653719200e+01
1.000000000000000021e-02 3.349654391578275642e-04 6.584966200423590803e-09 5.475396870933766814e-09 8.577580043367983365e+01
1.000000000000000021e-02 3.981071705534973523e-04 9.301494542592992702e-09 7.734187519314336613e-09 8.577583039286678002e+01
1.000000000000000021e-02 4.731512589614802946e-04 1.313868097501056957e-08 1.092480316498890925e-08 8.577586600005243156e+01
1.000000000000000021e-02 5.623413251903490971e-04 1.855883099622985968e-08 1.543164917099456059e-08 8.577590832015359013e+01
1.000000000000000021e-02 6.683439175686149009e-04 2.621496302408649187e-08 2.179770749969432246e-08 8.577595861893382789e+01
1.000000000000000021e-02 7.943282347242813140e-04 3.702948093060432908e-08 3.078995208780367124e-08 8.577601840090754592e+01
1.000000000000000021e-02 9.440608762859235272e-04 5.230529943958236942e-08 4.349174819758109137e-08 8.577608945440270816e+01
1.000000000000000021e-02 1.122018454301963036e-03 7.388280870033007564e-08 6.143336606418308361e-08 8.577617390515163720e+01
1.000000000000000021e-02 1.333521432163324062e-03 1.043615855575957757e-07 8.677632977126468340e-08 8.577627428001619592e+01
1.000000000000000021e-02 1.584893192461114082e-03 1.474135571512903614e-07 1.225738059656452774e-07 8.577639358277392034e+01
1.000000000000000021e-02 1.883649089489800163e-03 2.082253362927949125e-07 1.731383942214995903e-07 8.577653538426500290e+01
1.000000000000000021e-02 2.238721138568337734e-03 2.941230032748583569e-07 2.445616137547241326e-07 8.577670392963408119e+01
1.000000000000000021e-02 2.660725059798808335e-03 4.154545773692925587e-07 3.454476458743232834e-07 8.577690426592886297e+01
1.000000000000000021e-02 3.162277660168379394e-03 5.868364465066831493e-07 4.879496854103735339e-07 8.577714239395558593e+01
1.000000000000000021e-02 3.758374042884443048e-03 8.289138374449135032e-07 6.892336794063816222e-07 8.577742544904400290e+01
1.000000000000000021e-02 4.466835921509630485e-03 1.170847279846430239e-06 9.735456668783019434e-07 8.577776191629581604e+01
1.000000000000000021e-02 5.308844442309878890e-03 1.653824383410692381e-06 1.375131560747396991e-06 8.577816188697613597e+01
1.000000000000000021e-02 6.309573444801930275e-03 2.336019605079435623e-06 1.942360756078930103e-06 8.577863736403804751e+01
1.000000000000000021e-02 7.498942093324557912e-03 3.299598847811258808e-06 2.743549717689316583e-06 8.577920262638650684e+01
1.000000000000000021e-02 8.912509381337458889e-03 4.660611606882869923e-06 3.875186062962215263e-06 8.577987466340711364e+01
1.000000000000000021e-02 1.059253725177288635e-02 6.582960452457567640e-06 5.473542109192244666e-06 8.578067369368351081e+01
1.000000000000000021e-02 1.258925411794167490e-02 9.298127498015900055e-06 7.731073943367209540e-06 8.578162378468417160e+01
1.000000000000000021e-02 1.496235656094432875e-02 1.313302879220074821e-05 1.091957649097271790e-05 8.578275359380481291e+01
1.000000000000000021e-02 1.778279410038922925e-02 1.854934293722085178e-05 1.542287542717444906e-05 8.578409725546661946e+01
1.000000000000000021e-02 2.113489039836645433e-02 2.619903612427397998e-05 2.178297973388352199e-05 8.578569544444943062e+01
1.000000000000000021e-02 2.511886431509579437e-02 3.700274616223686531e-05 3.076523030844957889e-05 8.578759665237933518e+01
1.000000000000000021e-02 2.985382618917960251e-02 5.226042373474102526e-05 4.345025166339072805e-05 8.578985872275809754e+01
1.000000000000000021e-02 3.548133892335753048e-02 7.380748461313861965e-05 6.136371445640811310e-05 8.579255070063267397e+01
1.000000000000000021e-02 4.216965034285822395e-02 1.042351579548693523e-04 8.665942418133386848e-05 8.579575506656095740e+01
1.000000000000000021e-02 5.011872336272719941e-02 1.472013633839438823e-04 1.223775958583584063e-04 8.579957044190449267e+01
1.000000000000000021e-02 5.956621435290103406e-02 2.078692110236403053e-04 1.728090985298189118e-04 8.580411487479645416e+01
1.000000000000000021e-02 7.079457843841380216e-02 2.935253510385421398e-04 2.440089954313737078e-04 8.580952984507315762e+01
1.000000000000000021e-02 8.413951416451947996e-02 4.144516596063183836e-04 3.445203158885021114e-04 8.581598516420557132e+01
1.000000000000000021e-02 1.000000000000000056e-01 5.851535876675304556e-04 4.863936930503424873e-04 8.582368499573777854e+01
1.000000000000000021e-02 1.188502227437017722e-01 8.260903282257261396e-04 6.866230931528637072e-04 8.583287528707911918e+01
1.000000000000000021e-02 1.412537544622753938e-01 1.166110510206450372e-03 9.691662315635682715e-04 8.584385299006139292e+01
1.000000000000000021e-02 1.678804018122560526e-01 1.645878945835157082e-03 1.367785775044707934e-03 8.585697756297508931e+01
1.000000000000000021e-02 1.995262314968878903e-01 2.322694053786220850e-03 1.930041419529108463e-03 8.587268540088321345e+01
1.000000000000000021e-02 2.371373705661655173e-01 3.277254292589783409e-03 2.722893436790712208e-03 8.589150804734035205e+01
1.000000000000000021e-02 2.818382931264452052e-01 4.623152065108489944e-03 3.840558884098364822e-03 8.591409531755549267e+01
1.000000000000000021e-02 3.349654391578276158e-01 6.520177782881936626e-03 5.415510599696999640e-03 8.594124483455179586e+01
1.000000000000000021e-02 3.981071705534969252e-01 9.192935462167445976e-03 7.633850563005913775e-03 8.597393997810891619e+01
1.000000000000000021e-02 4.731512589614803033e-01 1.295684449153752978e-02 1.075675485051513780e-02 8.601339891278662719e+01
1.000000000000000021e-02 5.623413251903490728e-01 1.825438232890211690e-02 1.515031796102945215e-02 8.606113824950786295e+01
1.000000000000000021e-02 6.683439175686142208e-01 2.570547662039111142e-02 2.132697076530455649e-02 8.611905607214413294e+01
1.000000000000000021e-02 7.943282347242813790e-01 3.617736572786259958e-02 3.000277071565127240e-02 8.618954060779189774e+01
1.000000000000000021e-02 9.440608762859226122e-01 5.088111388803213953e-02 4.217633694814466871e-02 8.627561283228722289e+01
1.188502227437018312e-02 1.000000000000000048e-04 1.170930581345898654e-09 9.736234031151831172e-10 8.577570852544943136e+01
1.188502227437018312e-02 1.188502227437018897e-04 1.653982100216904704e-09 1.375278401607596298e-09 8.577572115848521150e+01
1.188502227437018312e-02 1.412537544622754072e-04 2.336309618638172163e-09 1.942630345803007218e-09 8.577573617298790509e+01
1.188502227437018312e-02 1.678804018122560739e-04 3.300121365472575889e-09 2.744034889535671833e-09 8.577575401791473553e+01
1.188502227437018312e-02 1.995262314968878758e-04 4.661539141311390955e-09 3.876046581906058777e-09 8.577577522687101919e+01
1.188502227437018312e-02 2.371373705661655382e-04 6.584588662287223187e-09 5.475051713181835422e-09 8.577580043407616017e+01
1.188502227437018312e-02 2.818382931264455009e-04 9.300961257852763138e-09 7.733699973019835362e-09 8.577583039333808301e+01
1.188502227437018312e-02 3.349654391578275642e-04 1.313792769349463149e-08 1.092411449069142474e-08 8.577586600061148658e+01
1.188502227437018312e-02 3.981071705534973523e-04 1.855776696348881189e-08 1.543067639806751460e-08 8.577590832081926919e+01
1.188502227437018312e-02 4.731512589614802946e-04 2.621346004719255209e-08 2.179633343036108783e-08 8.577595861972427826e+01
1.188502227437018312e-02 5.623413251903490971e-04 3.702735793474317182e-08 3.078801117825995418e-08 8.577601840184632920e+01
1.188502227437018312e-02 6.683439175686149009e-04 5.230230065453601840e-08 4.348900661559903681e-08 8.577608945551764918e+01
1.188502227437018312e-02 7.943282347242813140e-04 7.387857284795023618e-08 6.142949351888179757e-08 8.577617390647647255e+01
1.188502227437018312e-02 9.440608762859235272e-04 1.043556023307252025e-07 8.677085972741465794e-08 8.577627428158922385e+01
1.188502227437018312e-02 1.122018454301963036e-03 1.474051057426695935e-07 1.225660794425746976e-07 8.577639358464146824e+01
1.188502227437018312e-02 1.333521432163324062e-03 2.082133985689823924e-07 1.731274804189950977e-07 8.577653538648240783e+01
1.188502227437018312e-02 1.584893192461114082e-03 2.941061411413583195e-07 2.445461979364830922e-07 8.577670393226651413e+01
1.188502227437018312e-02 1.883649089489800163e-03 4.154307595590584298e-07 3.454258710183038468e-07 8.577690426905294885e+01
1.188502227437018312e-02 2.238721138568337734e-03 5.868028039402978827e-07 4.879189285600490460e-07 8.577714239766110893e+01
1.188502227437018312e-02 2.660725059798808335e-03 8.288663177106243433e-07 6.891902357976648476e-07 8.577742545343809866e+01
1.188502227437018312e-02 3.162277660168379394e-03 1.170780159211720967e-06 9.734843038276962416e-07 8.577776192150491852e+01
1.188502227437018312e-02 3.758374042884443048e-03 1.653729577654019099e-06 1.375044887634669349e-06 8.577816189314691542e+01
1.188502227437018312e-02 4.466835921509630485e-03 2.335885696206823997e-06 1.942238334601756503e-06 8.577863737134489952e+01
1.188502227437018312e-02 5.308844442309878890e-03 3.299409709629999898e-06 2.743376805433765463e-06 8.577920263503175136e+01
1.188502227437018312e-02 6.309573444801930275e-03 4.660344464133084566e-06 3.874941839186753608e-06 8.577987467362747509e+01
1.188502227437018312e-02 7.498942093324557912e-03 6.582583140280866511e-06 5.473197169658258700e-06 8.578067370575253392e+01
1.188502227437018312e-02 8.912509381337458889e-03 9.297594592477439866e-06 7.730586763266796417e-06 8.578162379891979583e+01
1.188502227437018312e-02 1.059253725177288635e-02 1.313227614731736504e-05 1.091888843140378891e-05 8.578275361056907400e+01
1.188502227437018312e-02 1.258925411794167490e-02 1.854827997294574248e-05 1.542190368606799697e-05 8.578409727517232852e+01
1.188502227437018312e-02 1.496235656094432875e-02 2.619753494083718154e-05 2.178160739650330963e-05 8.578569546756146735e+01
1.188502227437018312e-02 1.778279410038922925e-02 3.700062617681966991e-05 3.076329230598843855e-05 8.578759667941314149e+01
1.188502227437018312e-02 2.113489039836645433e-02 5.225743000229793350e-05 4.344751496025813029e-05 8.578985875427434848e+01
1.188502227437018312e-02 2.511886431509579437e-02 7.380325724056717007e-05 6.135985009965873717e-05 8.579255073722239899e+01
1.188502227437018312e-02 2.985382618917960251e-02 1.042291889593211797e-04 8.665396787917155634e-05 8.579575510882393985e+01
1.188502227437018312e-02 3.548133892335753048e-02 1.471929358572459290e-04 1.223698923958750444e-04 8.579957049040743300e+01
1.188502227437018312e-02 4.216965034285822395e-02 2.078573133735829278e-04 1.727982234220498713e-04 8.580411493000397627e+01
1.188502227437018312e-02 5.011872336272719941e-02 2.935085561424174874e-04 2.439936445360401740e-04 8.580952990724965446e+01
1.188502227437018312e-02 5.956621435290103406e-02 4.144279545980831788e-04 3.444986499503459245e-04 8.581598523325286010e+01
1.188502227437018312e-02 7.079457843841380216e-02 5.851201343209886394e-04 4.863631189011542407e-04 8.582368507096209953e+01
1.188502227437018312e-02 8.413951416451947996e-02 8.260431258499197245e-04 6.865799559636498071e-04 8.583287536684362351e+01
1.188502227437018312e-02 1.000000000000000056e-01 1.166043921750754570e-03 9.691053823379239610e-04 8.584385307127770659e+01
1.188502227437018312e-02 1.188502227437017722e-01 1.645785032297534742e-03 1.367699963356109293e-03 8.585697764036954993e+01
1.188502227437018312e-02 1.412537544622753938e-01 2.322561640382079726e-03 1.929920441858737215e-03 8.587268546593550411e+01
1.188502227437018312e-02 1.678804018122560526e-01 3.277067660243889770e-03 2.722722943713993139e-03 8.589150808677121063e+01
1.188502227437018312e-02 1.995262314968878903e-01 4.622889119708024561e-03 3.840318712334889976e-03 8.591409531116586606e+01
1.188502227437018312e-02 2.371373705661655173e-01 6.519807498450040650e-03 5.415172444200595792e-03 8.594124475216791836e+01
1.188502227437018312e-02 2.818382931264452052e-01 9.192414317585578809e-03 7.633374735300351918e-03 8.597393977527552522e+01
1.188502227437018312e-02 3.349654391578276158e-01 1.295611151718022505e-02 1.075608577671871742e-02 8.601339852471751612e+01
1.188502227437018312e-02 3.981071705534969252e-01 1.825335224151086039e-02 1.514937794950753716e-02 8.606113758263680324e+01
1.188502227437018312e-02 4.731512589614803033e-01 2.570403034214807300e-02 2.132565141152861429e-02 8.611905499238498862e+01
1.188502227437018312e-02 5.623413251903490728e-01 3.617533734816413132e-02 3.000092110186982838e-02 8.618953892430675978e+01
1.188502227437018312e-02 6.683439175686142208e-01 5.087827282290705022e-02 4.217374752930196785e-02 8.627561027519234926e+01
1.188502227437018312e-02 7.943282347242813790e-01 7.150043223611024512e-02 5.923348431457163554e-02 8.638111007495389515e+01
1.188502227437018312e-02 9.440608762859226122e-01 1.003878263856804176e-01 8.310791503241646283e-02 8.651094582773234265e+01
1.412537544622754007e-02 1.000000000000000048e-04 2.336120419663860893e-09 1.942457374791389931e-09 8.577573617332144806e+01
1.412537544622754007e-02 1.188502227437018897e-04 3.299854115397069610e-09 2.743790562011391926e-09 8.577575401831064994e+01
