# GLoBES neutrino oscillation simulation
# --------------------------------------
#
# Run started on Fri Nov 19 14:30:10 2021
#
# Command line:   ./nu -e KARMEN -f 4 -a PARAM_SCAN -t TH24=1.57 -p DM41,-2.0,2.0,80,LOGSCALE -p s22thmue,-4.01,-0.01,80,LOGSCALE 
#
# NU_RANK and/or NU_SIZE not defined. Assuming no parallelization.
# Using SNU probability engine.
# Using 4 flavor model
# Simulating the following experiments:
#   KARMEN
# Including the following AEDL files:
#
# AEDL variables:
#
# External analysis routines included:
#   KARMEN
#
# True oscillation parameters (only nonzero params shown):
#   TH12 = 0.58678
#   TH13 = 0.149051
#   TH23 = 0.823795
#   DELTA_0 = 4.71239
#   DM21 = 7.4e-05
#   DM31 = 0.002494
#   TH24 = 1.57
# External priors:
#
# Miscellaneous options:
#   Constraint \eps^s = \eps^{d\dag}: NO
#   New reactor fluxes (1101.2663):   YES
#
# Parameter scan:
#         DM41,         -2,          2,    80  0x1
#     s22thmue,      -4.01,      -0.01,    80  0x1
# Marginalizing over:
#   
# Prescan for degeneracy finding:
# Degfinder flags: 0x0
#
# Initializing KARMEN and LSND codes ...
# General parameter scan
#
#                  DM41        s22thmue       chi2_NH          chi2_IH
                   -1.1           -0.71      8.32593044      8.32593044
                   -1.1           -0.66     8.541157116     8.541157116
                   -1.1           -0.61     8.790768742     8.790768742
                   -1.1           -0.56     9.080522444     9.080522444
                   -1.1           -0.51     9.417127848     9.417127848
                   -1.1           -0.46     9.808390636     9.808390636
                   -1.1           -0.41     10.26337383     10.26337383
                   -1.1           -0.36     10.79257845     10.79257845
                   -1.1           -0.31     11.40814535     11.40814535
                   -1.1           -0.26     12.12408022     12.12408022
                   -1.1           -0.21     12.95650414     12.95650414
                   -1.1           -0.16     13.92393228     13.92393228
                   -1.1           -0.11     15.04758388     15.04758388
                   -1.1           -0.06     16.35172699     16.35172699
                   -1.1           -0.01     17.86406223     17.86406223
                  -1.05           -4.01     6.874079524     6.874079524
                  -1.05           -3.96     6.874165806     6.874165806
                  -1.05           -3.91     6.874262621     6.874262621
                  -1.05           -3.86     6.874371257     6.874371257
                  -1.05           -3.81     6.874493158     6.874493158
                  -1.05           -3.76     6.874629943     6.874629943
                  -1.05           -3.71     6.874783433     6.874783433
                  -1.05           -3.66     6.874955669     6.874955669
                  -1.05           -3.61     6.875148943     6.875148943
                  -1.05           -3.56     6.875365828     6.875365828
                  -1.05           -3.51     6.875609213     6.875609213
                  -1.05           -3.46     6.875882339     6.875882339
                  -1.05           -3.41     6.876188847     6.876188847
                  -1.05           -3.36     6.876532824     6.876532824
                  -1.05           -3.31     6.876918862     6.876918862
                  -1.05           -3.26     6.877352114     6.877352114
                  -1.05           -3.21     6.877838371     6.877838371
                  -1.05           -3.16     6.878384135     6.878384135
                  -1.05           -3.11     6.878996715     6.878996715
                  -1.05           -3.06     6.879684319     6.879684319
                  -1.05           -3.01     6.880456174     6.880456174
                  -1.05           -2.96     6.881322651     6.881322651
                  -1.05           -2.91     6.882295409     6.882295409
                  -1.05           -2.86      6.88338756      6.88338756
                  -1.05           -2.81     6.884613852     6.884613852
                  -1.05           -2.76      6.88599088      6.88599088
                  -1.05           -2.71     6.887537322     6.887537322
                  -1.05           -2.66     6.889274208     6.889274208
                  -1.05           -2.61     6.891225228     6.891225228
                  -1.05           -2.56     6.893417075     6.893417075
                  -1.05           -2.51     6.895879849     6.895879849
                  -1.05           -2.46     6.898647503     6.898647503
                  -1.05           -2.41     6.901758364     6.901758364
                  -1.05           -2.36     6.905255722     6.905255722
                  -1.05           -2.31     6.909188512     6.909188512
                  -1.05           -2.26     6.913612093     6.913612093
                  -1.05           -2.21     6.918589147     6.918589147
                  -1.05           -2.16     6.924190715     6.924190715
                  -1.05           -2.11     6.930497399     6.930497399
                  -1.05           -2.06     6.937600748     6.937600748
                  -1.05           -2.01     6.945604874     6.945604874
                  -1.05           -1.96     6.954628335     6.954628335
                  -1.05           -1.91     6.964806323     6.964806323
                  -1.05           -1.86     6.976293231     6.976293231
                  -1.05           -1.81     6.989265662     6.989265662
                  -1.05           -1.76     7.003925953     7.003925953
                  -1.05           -1.71      7.02050633      7.02050633
                  -1.05           -1.66     7.039273802     7.039273802
                  -1.05           -1.61      7.06053593      7.06053593
                  -1.05           -1.56     7.084647654     7.084647654
                  -1.05           -1.51     7.112019355     7.112019355
                  -1.05           -1.46     7.143126408     7.143126408
                  -1.05           -1.41     7.178520475     7.178520475
                  -1.05           -1.36     7.218842879     7.218842879
                  -1.05           -1.31     7.264840427     7.264840427
                  -1.05           -1.26     7.317384101     7.317384101
                  -1.05           -1.21     7.377491132     7.377491132
                  -1.05           -1.16     7.446350995     7.446350995
                  -1.05           -1.11     7.525355987     7.525355987
                  -1.05           -1.06     7.616137078     7.616137078
                  -1.05           -1.01      7.72060583      7.72060583
                  -1.05           -0.96     7.841003253     7.841003253
                  -1.05           -0.91     7.979956531     7.979956531
                  -1.05           -0.86      8.14054462      8.14054462
                  -1.05           -0.81     8.326373811     8.326373811
                  -1.05           -0.76     8.541664375     8.541664375
                  -1.05           -0.71      8.79134949      8.79134949
                  -1.05           -0.66     9.081187714     9.081187714
                  -1.05           -0.61     9.417890301     9.417890301
                  -1.05           -0.56     9.809264771     9.809264771
                  -1.05           -0.51     10.26437622     10.26437622
                  -1.05           -0.46       10.793728       10.793728
                  -1.05           -0.41     11.40946358     11.40946358
                  -1.05           -0.36     12.12559156     12.12559156
                  -1.05           -0.31     12.95823627     12.95823627
                  -1.05           -0.26      13.9259165      13.9259165
                  -1.05           -0.21     15.04985547     15.04985547
                  -1.05           -0.16     16.35432568     16.35432568
                  -1.05           -0.11     17.86703262     17.86703262
                  -1.05           -0.06     19.61954209     19.61954209
                  -1.05           -0.01     21.64775636     21.64775636
                     -1           -4.01     6.874262014     6.874262014
                     -1           -3.96     6.874370576     6.874370576
                     -1           -3.91     6.874492393     6.874492393
                     -1           -3.86     6.874629085     6.874629085
                     -1           -3.81     6.874782471     6.874782471
                     -1           -3.76     6.874954589     6.874954589
                     -1           -3.71     6.875147731     6.875147731
                     -1           -3.66     6.875364468     6.875364468
                     -1           -3.61     6.875607686     6.875607686
                     -1           -3.56     6.875880626     6.875880626
                     -1           -3.51     6.876186924     6.876186924
                     -1           -3.46     6.876530666     6.876530666
                     -1           -3.41      6.87691644      6.87691644
                     -1           -3.36     6.877349396     6.877349396
                     -1           -3.31     6.877835319     6.877835319
                     -1           -3.26     6.878380711     6.878380711
                     -1           -3.21      6.87899287      6.87899287
                     -1           -3.16     6.879680003     6.879680003
                     -1           -3.11     6.880451328     6.880451328
                     -1           -3.06      6.88131721      6.88131721
                     -1           -3.01       6.8822893       6.8822893
                     -1           -2.96     6.883380699     6.883380699
                     -1           -2.91     6.884606147     6.884606147
                     -1           -2.86     6.885982226     6.885982226
                     -1           -2.81       6.8875276       6.8875276
                     -1           -2.76     6.889263286     6.889263286
                     -1           -2.71     6.891212954     6.891212954
                     -1           -2.66     6.893403281     6.893403281
                     -1           -2.61     6.895864342     6.895864342
                     -1           -2.56     6.898630068     6.898630068
                     -1           -2.51     6.901738755     6.901738755
                     -1           -2.46     6.905233662     6.905233662
                     -1           -2.41     6.909163688     6.909163688
                     -1           -2.36     6.913584149     6.913584149
                     -1           -2.31     6.918557678     6.918557678
                     -1           -2.26     6.924155263     6.924155263
                     -1           -2.21     6.930457441     6.930457441
                     -1           -2.16     6.937555687     6.937555687
                     -1           -2.11     6.945554031     6.945554031
                     -1           -2.06     6.954570931     6.954570931
                     -1           -2.01     6.964741467     6.964741467
                     -1           -1.96     6.976219902     6.976219902
                     -1           -1.91     6.989182684     6.989182684
                     -1           -1.86     7.003831974     7.003831974
                     -1           -1.81     7.020399788     7.020399788
                     -1           -1.76      7.03915289      7.03915289
                     -1           -1.71     7.060398556     7.060398556
                     -1           -1.66     7.084491387     7.084491387
                     -1           -1.61     7.111841368     7.111841368
                     -1           -1.56     7.142923404     7.142923404
                     -1           -1.51     7.178288601     7.178288601
                     -1           -1.46     7.218577629     7.218577629
                     -1           -1.41     7.264536517     7.264536517
                     -1           -1.36     7.317035328     7.317035328
                     -1           -1.31     7.377090204     7.377090204
                     -1           -1.26     7.445889331     7.445889331
                     -1           -1.21      7.52482348      7.52482348
                     -1           -1.16     7.615521817     7.615521817
                     -1           -1.11     7.719893775     7.719893775
                     -1           -1.06     7.840177853     7.840177853
                     -1           -1.01     7.978998279     7.978998279
                     -1           -0.96     8.139430543     8.139430543
                     -1           -0.91     8.325076874     8.325076874
                     -1           -0.86       8.5401528       8.5401528
                     -1           -0.81     8.789585977     8.789585977
                     -1           -0.76      9.07912855      9.07912855
                     -1           -0.71     9.415484353     9.415484353
                     -1           -0.66     9.806452344     9.806452344
                     -1           -0.61     10.26108777     10.26108777
                     -1           -0.56      10.7898827      10.7898827
                     -1           -0.51     11.40496766     11.40496766
                     -1           -0.46     12.12033656     12.12033656
                     -1           -0.41     12.95209695     12.95209695
                     -1           -0.36      13.9187486      13.9187486
                     -1           -0.31     15.04149319     15.04149319
                     -1           -0.26     16.34457883     16.34457883
                     -1           -0.21     17.85568348     17.85568348
                     -1           -0.16     19.60634187     19.60634187
                     -1           -0.11     21.63242128     21.63242128
                     -1           -0.06     23.97465209     23.97465209
                     -1           -0.01     26.67921989     26.67921989
                  -0.95           -4.01     6.874490584     6.874490584
                  -0.95           -3.96     6.874627055     6.874627055
                  -0.95           -3.91     6.874780192     6.874780192
                  -0.95           -3.86     6.874952033     6.874952033
                  -0.95           -3.81     6.875144863     6.875144863
                  -0.95           -3.76     6.875361249     6.875361249
                  -0.95           -3.71     6.875604074     6.875604074
                  -0.95           -3.66     6.875876571     6.875876571
                  -0.95           -3.61     6.876182374     6.876182374
                  -0.95           -3.56      6.87652556      6.87652556
                  -0.95           -3.51     6.876910709     6.876910709
                  -0.95           -3.46     6.877342963     6.877342963
                  -0.95           -3.41       6.8778281       6.8778281
                  -0.95           -3.36     6.878372607     6.878372607
                  -0.95           -3.31     6.878983774     6.878983774
                  -0.95           -3.26     6.879669792     6.879669792
                  -0.95           -3.21     6.880439865     6.880439865
                  -0.95           -3.16      6.88130434      6.88130434
                  -0.95           -3.11      6.88227485      6.88227485
                  -0.95           -3.06     6.883364474     6.883364474
                  -0.95           -3.01     6.884587926     6.884587926
                  -0.95           -2.96     6.885961762     6.885961762
                  -0.95           -2.91     6.887504615     6.887504615
                  -0.95           -2.86     6.889237464     6.889237464
                  -0.95           -2.81     6.891183942     6.891183942
                  -0.95           -2.76      6.89337068      6.89337068
                  -0.95           -2.71     6.895827702     6.895827702
                  -0.95           -2.66     6.898588878     6.898588878
                  -0.95           -2.61     6.901692442     6.901692442
                  -0.95           -2.56     6.905181575     6.905181575
                  -0.95           -2.51     6.909105091     6.909105091
                  -0.95           -2.46     6.913518208     6.913518208
                  -0.95           -2.41     6.918483448     6.918483448
                  -0.95           -2.36     6.924071669     6.924071669
                  -0.95           -2.31     6.930363262     6.930363262
                  -0.95           -2.26     6.937449534     6.937449534
                  -0.95           -2.21     6.945434321     6.945434321
                  -0.95           -2.16     6.954435855     6.954435855
                  -0.95           -2.11     6.964588959     6.964588959
                  -0.95           -2.06     6.976047595     6.976047595
                  -0.95           -2.01     6.988987863     6.988987863
                  -0.95           -1.96     7.003611516     7.003611516
                  -0.95           -1.91     7.020150101     7.020150101
                  -0.95           -1.86     7.038869826     7.038869826
                  -0.95           -1.81     7.060077322     7.060077322
                  -0.95           -1.76      7.08412643      7.08412643
                  -0.95           -1.71     7.111426243     7.111426243
                  -0.95           -1.66     7.142450616     7.142450616
                  -0.95           -1.61      7.17774942      7.17774942
                  -0.95           -1.56     7.217961862     7.217961862
                  -0.95           -1.51     7.263832251     7.263832251
                  -0.95           -1.46     7.316228614     7.316228614
                  -0.95           -1.41     7.376164687     7.376164687
                  -0.95           -1.36     7.444825818     7.444825818
                  -0.95           -1.31     7.523599422     7.523599422
                  -0.95           -1.26     7.614110711     7.614110711
                  -0.95           -1.21     7.718264456     7.718264456
                  -0.95           -1.16     7.838293674     7.838293674
                  -0.95           -1.11     7.976816154     7.976816154
                  -0.95           -1.06     8.136899842     8.136899842
                  -0.95           -1.01      8.32213815      8.32213815
                  -0.95           -0.96     8.536736328     8.536736328
                  -0.95           -0.91     8.785610085     8.785610085
                  -0.95           -0.86     9.074497723     9.074497723
                  -0.95           -0.81     9.410087079     9.410087079
                  -0.95           -0.76     9.800158689     9.800158689
                  -0.95           -0.71     10.25374665     10.25374665
                  -0.95           -0.66     10.78131881     10.78131881
                  -0.95           -0.61     11.39497807     11.39497807
                  -0.95           -0.56     12.10868685     12.10868685
                  -0.95           -0.51     12.93851698     12.93851698
                  -0.95           -0.46     13.90292771     13.90292771
                  -0.95           -0.41      15.0230749      15.0230749
                  -0.95           -0.36     16.32315494     16.32315494
                  -0.95           -0.31     17.83078745     17.83078745
                  -0.95           -0.26     19.57744142     19.57744142
                  -0.95           -0.21     21.59891021     21.59891021
                  -0.95           -0.16     23.93584109     23.93584109
                  -0.95           -0.11     26.63432624     26.63432624
                  -0.95           -0.06     29.74656251     29.74656251
                  -0.95           -0.01     33.33158814     33.33158814
                   -0.9           -4.01     6.874781976     6.874781976
                   -0.9           -3.96     6.874954034     6.874954034
                   -0.9           -3.91     6.875147108     6.875147108
                   -0.9           -3.86     6.875363769     6.875363769
                   -0.9           -3.81     6.875606902     6.875606902
                   -0.9           -3.76     6.875879745     6.875879745
                   -0.9           -3.71     6.876185935     6.876185935
                   -0.9           -3.66     6.876529557     6.876529557
                   -0.9           -3.61     6.876915194     6.876915194
                   -0.9           -3.56     6.877347997     6.877347997
                   -0.9           -3.51     6.877833749     6.877833749
                   -0.9           -3.46     6.878378946     6.878378946
                   -0.9           -3.41     6.878990889     6.878990889
                   -0.9           -3.36     6.879677778     6.879677778
                   -0.9           -3.31     6.880448829     6.880448829
                   -0.9           -3.26     6.881314402     6.881314402
                   -0.9           -3.21     6.882286144     6.882286144
                   -0.9           -3.16     6.883377153     6.883377153
                   -0.9           -3.11      6.88460216      6.88460216
                   -0.9           -3.06     6.885977743     6.885977743
                   -0.9           -3.01     6.887522559     6.887522559
                   -0.9           -2.96     6.889257615     6.889257615
                   -0.9           -2.91     6.891206572     6.891206572
                   -0.9           -2.86     6.893396097     6.893396097
                   -0.9           -2.81     6.895856253     6.895856253
                   -0.9           -2.76     6.898620955     6.898620955
                   -0.9           -2.71     6.901728484     6.901728484
                   -0.9           -2.66      6.90522208      6.90522208
                   -0.9           -2.61     6.909150619     6.909150619
                   -0.9           -2.56     6.913569394     6.913569394
                   -0.9           -2.51     6.918541008     6.918541008
                   -0.9           -2.46     6.924136414     6.924136414
                   -0.9           -2.41      6.93043611      6.93043611
                   -0.9           -2.36     6.937531525     6.937531525
                   -0.9           -2.31     6.945526635     6.945526635
                   -0.9           -2.26     6.954539833     6.954539833
                   -0.9           -2.21     6.964706125     6.964706125
                   -0.9           -2.16     6.976179685     6.976179685
                   -0.9           -2.11     6.989136854     6.989136854
                   -0.9           -2.06     7.003779668     7.003779668
                   -0.9           -2.01     7.020339996     7.020339996
                   -0.9           -1.96     7.039084422     7.039084422
                   -0.9           -1.91      7.06032001      7.06032001
                   -0.9           -1.86     7.084401108     7.084401108
                   -0.9           -1.81     7.111737395     7.111737395
                   -0.9           -1.76     7.142803409     7.142803409
                   -0.9           -1.71      7.17814982      7.17814982
                   -0.9           -1.66     7.218416769     7.218416769
                   -0.9           -1.61      7.26434965      7.26434965
                   -0.9           -1.56     7.316817769     7.316817769
                   -0.9           -1.51      7.37683635      7.37683635
                   -0.9           -1.46     7.445592485     7.445592485
                   -0.9           -1.41     7.524475632     7.524475632
                   -0.9           -1.36     7.615113386     7.615113386
                   -0.9           -1.31     7.719413304     7.719413304
                   -0.9           -1.26      7.83961165      7.83961165
                   -0.9           -1.21     7.978329996     7.978329996
                   -0.9           -1.16      8.13864068      8.13864068
                   -0.9           -1.11     8.324142207     8.324142207
                   -0.9           -1.06     8.539045716     8.539045716
                   -0.9           -1.01     8.788273706     8.788273706
                   -0.9           -0.96      9.07757228      9.07757228
                   -0.9           -0.91     9.413638223     9.413638223
                   -0.9           -0.86      9.80426229      9.80426229
                   -0.9           -0.81     10.25849022     10.25849022
                   -0.9           -0.76     10.78680306     10.78680306
                   -0.9           -0.71      11.4013187      11.4013187
                   -0.9           -0.66     12.11601643     12.11601643
                   -0.9           -0.61     12.94698711     12.94698711
                   -0.9           -0.56     13.91271138     13.91271138
                   -0.9           -0.51      15.0343691      15.0343691
                   -0.9           -0.46     16.33618351     16.33618351
                   -0.9           -0.41     17.84580428     17.84580428
                   -0.9           -0.36     19.59473402     19.59473402
                   -0.9           -0.31     21.61880356     21.61880356
                   -0.9           -0.26     23.95870208     23.95870208
                   -0.9           -0.21      26.6605685      26.6605685
                   -0.9           -0.16     29.77665185     29.77665185
                   -0.9           -0.11     33.36604862     33.36604862
                   -0.9           -0.06     37.49552636     37.49552636
                   -0.9           -0.01     42.24044366     42.24044366
                  -0.85           -4.01     6.875147796     6.875147796
                  -0.85           -3.96      6.87536454      6.87536454
                  -0.85           -3.91     6.875607767     6.875607767
                  -0.85           -3.86     6.875880715     6.875880715
                  -0.85           -3.81     6.876187024     6.876187024
                  -0.85           -3.76     6.876530779     6.876530779
                  -0.85           -3.71     6.876916565     6.876916565
                  -0.85           -3.66     6.877349535     6.877349535
                  -0.85           -3.61     6.877835475     6.877835475
                  -0.85           -3.56     6.878380883     6.878380883
                  -0.85           -3.51     6.878993062     6.878993062
                  -0.85           -3.46     6.879680216     6.879680216
                  -0.85           -3.41     6.880451565     6.880451565
                  -0.85           -3.36     6.881317472     6.881317472
                  -0.85           -3.31     6.882289588     6.882289588
                  -0.85           -3.26     6.883381018     6.883381018
                  -0.85           -3.21     6.884606497     6.884606497
                  -0.85           -3.16      6.88598261      6.88598261
                  -0.85           -3.11      6.88752802      6.88752802
                  -0.85           -3.06     6.889263742     6.889263742
                  -0.85           -3.01     6.891213447     6.891213447
                  -0.85           -2.96     6.893403812     6.893403812
                  -0.85           -2.91      6.89586491      6.89586491
                  -0.85           -2.86     6.898630668     6.898630668
                  -0.85           -2.81     6.901739383     6.901739383
                  -0.85           -2.76     6.905234311     6.905234311
                  -0.85           -2.71     6.909164344     6.909164344
                  -0.85           -2.66     6.913584796     6.913584796
                  -0.85           -2.61     6.918558292     6.918558292
                  -0.85           -2.56     6.924155811     6.924155811
                  -0.85           -2.51     6.930457877     6.930457877
                  -0.85           -2.46     6.937555954     6.937555954
                  -0.85           -2.41      6.94555405      6.94555405
                  -0.85           -2.36     6.954570602     6.954570602
                  -0.85           -2.31     6.964740658     6.964740658
                  -0.85           -2.26     6.976218443     6.976218443
                  -0.85           -2.21     6.989180357     6.989180357
                  -0.85           -2.16     7.003828497     7.003828497
                  -0.85           -2.11     7.020394805     7.020394805
                  -0.85           -2.06     7.039145946     7.039145946
                  -0.85           -2.01     7.060389074     7.060389074
                  -0.85           -1.96     7.084478638     7.084478638
                  -0.85           -1.91     7.111824432     7.111824432
                  -0.85           -1.86     7.142901123     7.142901123
                  -0.85           -1.81     7.178259523     7.178259523
                  -0.85           -1.76     7.218539935     7.218539935
                  -0.85           -1.71     7.264487934     7.264487934
                  -0.85           -1.66     7.316973025     7.316973025
                  -0.85           -1.61      7.37701066      7.37701066
                  -0.85           -1.56     7.445788181     7.445788181
                  -0.85           -1.51     7.524695327     7.524695327
                  -0.85           -1.46     7.615360001     7.615360001
                  -0.85           -1.41     7.719690103     7.719690103
                  -0.85           -1.36     7.839922276     7.839922276
                  -0.85           -1.31     7.978678505     7.978678505
                  -0.85           -1.26     8.139031582     8.139031582
                  -0.85           -1.21     8.324580503     8.324580503
                  -0.85           -1.16     8.539536934     8.539536934
                  -0.85           -1.11      8.78882394      8.78882394
                  -0.85           -1.06     9.078188224     9.078188224
                  -0.85           -1.01     9.414327196     9.414327196
                  -0.85           -0.96      9.80503226      9.80503226
                  -0.85           -0.91     10.25934981     10.25934981
                  -0.85           -0.86     10.78776156     10.78776156
                  -0.85           -0.81     11.40238602     11.40238602
                  -0.85           -0.76     12.11720311     12.11720311
                  -0.85           -0.71     12.94830421     12.94830421
                  -0.85           -0.66     13.91417042     13.91417042
                  -0.85           -0.61     15.03598192     15.03598192
                  -0.85           -0.56     16.33796214     16.33796214
                  -0.85           -0.51     17.84776073     17.84776073
                  -0.85           -0.46     19.59688004     19.59688004
                  -0.85           -0.41     21.62115037     21.62115037
                  -0.85           -0.36     23.96126002     23.96126002
                  -0.85           -0.31     26.66334669     26.66334669
                  -0.85           -0.26     29.77965772     29.77965772
                  -0.85           -0.21     33.36928747     33.36928747
                  -0.85           -0.16     37.49900087     37.49900087
                  -0.85           -0.11     42.24415331     42.24415331
                  -0.85           -0.06     47.68971831     47.68971831
                  -0.85           -0.01     53.93143549     53.93143549
                   -0.8           -4.01     6.875606316     6.875606316
                   -0.8           -3.96     6.875879087     6.875879087
                   -0.8           -3.91     6.876185196     6.876185196
                   -0.8           -3.86     6.876528727     6.876528727
                   -0.8           -3.81     6.876914262     6.876914262
                   -0.8           -3.76      6.87734695      6.87734695
                   -0.8           -3.71     6.877832572     6.877832572
                   -0.8           -3.66     6.878377625     6.878377625
                   -0.8           -3.61     6.878989404     6.878989404
                   -0.8           -3.56     6.879676109     6.879676109
                   -0.8           -3.51     6.880446952     6.880446952
                   -0.8           -3.46     6.881312292     6.881312292
                   -0.8           -3.41     6.882283771     6.882283771
                   -0.8           -3.36     6.883374482     6.883374482
                   -0.8           -3.31     6.884599155     6.884599155
                   -0.8           -3.26      6.88597436      6.88597436
                   -0.8           -3.21     6.887518748     6.887518748
                   -0.8           -3.16     6.889253321     6.889253321
                   -0.8           -3.11     6.891201732     6.891201732
                   -0.8           -3.06     6.893390637     6.893390637
                   -0.8           -3.01      6.89585009      6.89585009
                   -0.8           -2.96     6.898613994     6.898613994
                   -0.8           -2.91     6.901720616     6.901720616
                   -0.8           -2.86      6.90521318      6.90521318
                   -0.8           -2.81     6.909140542     6.909140542
                   -0.8           -2.76     6.913557973     6.913557973
                   -0.8           -2.71     6.918528051     6.918528051
                   -0.8           -2.66     6.924121696     6.924121696
                   -0.8           -2.61     6.930419369     6.930419369
                   -0.8           -2.56     6.937512458     6.937512458
                   -0.8           -2.51     6.945504885     6.945504885
                   -0.8           -2.46     6.954514984     6.954514984
                   -0.8           -2.41     6.964677683     6.964677683
                   -0.8           -2.36     6.976147071     6.976147071
                   -0.8           -2.31     6.989099382     6.989099382
                   -0.8           -2.26     7.003736524     7.003736524
                   -0.8           -2.21     7.020290211     7.020290211
                   -0.8           -2.16     7.039026842     7.039026842
                   -0.8           -2.11     7.060253257     7.060253257
                   -0.8           -2.06     7.084323529     7.084323529
                   -0.8           -2.01     7.111647009     7.111647009
                   -0.8           -1.96     7.142697836     7.142697836
                   -0.8           -1.91     7.178026193     7.178026193
                   -0.8           -1.86     7.218271633     7.218271633
                   -0.8           -1.81     7.264178841     7.264178841
                   -0.8           -1.76     7.316616256     7.316616256
                   -0.8           -1.71     7.376598063     7.376598063
                   -0.8           -1.66     7.445310093     7.445310093
                   -0.8           -1.61     7.524140284     7.524140284
                   -0.8           -1.56     7.614714402     7.614714402
                   -0.8           -1.51     7.718937807     7.718937807
                   -0.8           -1.46     7.839044132     7.839044132
                   -0.8           -1.41     7.977651804     7.977651804
                   -0.8           -1.36     8.137829415     8.137829415
                   -0.8           -1.31     8.323171021     8.323171021
                   -0.8           -1.26     8.537882493     8.537882493
                   -0.8           -1.21     8.786880115     8.786880115
                   -0.8           -1.16     9.075902685     9.075902685
                   -0.8           -1.11     9.411638423     9.411638423
                   -0.8           -1.06     9.801868084     9.801868084
                   -0.8           -1.01     10.25562576     10.25562576
                   -0.8           -0.96     10.78337902     10.78337902
                   -0.8           -0.91     11.39723008     11.39723008
                   -0.8           -0.86     12.11114025     12.11114025
                   -0.8           -0.81     12.94117964     12.94117964
                   -0.8           -0.76     13.90580509     13.90580509
                   -0.8           -0.71     15.02616921     15.02616921
                   -0.8           -0.66     16.32646409     16.32646409
                   -0.8           -0.61     17.83430387     17.83430387
                   -0.8           -0.56     19.58115071     19.58115071
                   -0.8           -0.51     21.60278948     21.60278948
                   -0.8           -0.46     23.93985713     23.93985713
                   -0.8           -0.41     26.63843349     26.63843349
                   -0.8           -0.36     29.75070068     29.75070068
                   -0.8           -0.31     33.33567965     33.33567965
                   -0.8           -0.26     37.46005279     37.46005279
                   -0.8           -0.21      42.1990828      42.1990828
                   -0.8           -0.16     47.63763921     47.63763921
                   -0.8           -0.11     53.87134505     53.87134505
                   -0.8           -0.06     61.00785804     61.00785804
                   -0.8           -0.01     69.16830215     69.16830215
                  -0.75           -4.01       6.8761806       6.8761806
                  -0.75           -3.96     6.876523568     6.876523568
                  -0.75           -3.91     6.876908472     6.876908472
                  -0.75           -3.86     6.877340451     6.877340451
                  -0.75           -3.81     6.877825278     6.877825278
                  -0.75           -3.76     6.878369437     6.878369437
                  -0.75           -3.71     6.878980212     6.878980212
                  -0.75           -3.66     6.879665789     6.879665789
                  -0.75           -3.61     6.880435366     6.880435366
                  -0.75           -3.56     6.881299283     6.881299283
                  -0.75           -3.51     6.882269163     6.882269163
                  -0.75           -3.46     6.883358077     6.883358077
                  -0.75           -3.41      6.88458073      6.88458073
                  -0.75           -3.36     6.885953663     6.885953663
                  -0.75           -3.31     6.887495497     6.887495497
                  -0.75           -3.26     6.889227195     6.889227195
                  -0.75           -3.21     6.891172371     6.891172371
                  -0.75           -3.16     6.893357635     6.893357635
                  -0.75           -3.11     6.895812988     6.895812988
                  -0.75           -3.06     6.898572273     6.898572273
                  -0.75           -3.01     6.901673688     6.901673688
                  -0.75           -2.96      6.90516038      6.90516038
                  -0.75           -2.91     6.909081116     6.909081116
                  -0.75           -2.86     6.913491066     6.913491066
                  -0.75           -2.81      6.91845269      6.91845269
                  -0.75           -2.76     6.924036776     6.924036776
                  -0.75           -2.71     6.930323631     6.930323631
                  -0.75           -2.66     6.937404466     6.937404466
                  -0.75           -2.61     6.945382997     6.945382997
                  -0.75           -2.56     6.954377322     6.954377322
                  -0.75           -2.51     6.964522095     6.964522095
                  -0.75           -2.46     6.975971083     6.975971083
                  -0.75           -2.41      6.98890015      6.98890015
                  -0.75           -2.36     7.003510767     7.003510767
                  -0.75           -2.31     7.020034138     7.020034138
                  -0.75           -2.26     7.038736065     7.038736065
                  -0.75           -2.21     7.059922681     7.059922681
                  -0.75           -2.16     7.083947234     7.083947234
                  -0.75           -2.11     7.111218094     7.111218094
                  -0.75           -2.06     7.142208245     7.142208245
                  -0.75           -2.01     7.177466501     7.177466501
                  -0.75           -1.96     7.217630797     7.217630797
                  -0.75           -1.91     7.263443893     7.263443893
                  -0.75           -1.86     7.315771954     7.315771954
                  -0.75           -1.81      7.37562646      7.37562646
                  -0.75           -1.76     7.444190041     7.444190041
                  -0.75           -1.71     7.522846839     7.522846839
                  -0.75           -1.66     7.613218129     7.613218129
                  -0.75           -1.61      7.71720396      7.71720396
                  -0.75           -1.56     7.837031697     7.837031697
                  -0.75           -1.51     7.975312385     7.975312385
                  -0.75           -1.46     8.135105941     8.135105941
                  -0.75           -1.41      8.31999625      8.31999625
                  -0.75           -1.36     8.534177291     8.534177291
                  -0.75           -1.31     8.782551491     8.782551491
                  -0.75           -1.26     9.070841539     9.070841539
                  -0.75           -1.21     9.405716996     9.405716996
                  -0.75           -1.16     9.794937066     9.794937066
                  -0.75           -1.11     10.24751103     10.24751103
                  -0.75           -1.06     10.77387797     10.77387797
                  -0.75           -1.01     11.38610752     11.38610752
                  -0.75           -0.96     12.09812376     12.09812376
                  -0.75           -0.91     12.92595442     12.92595442
