# Enu (MeV) MiniBooNE_ratio MicroBooNE_ratio
0.0 9.727182938124682154e-01 4.484592568677105540e+00
1.351151151151151169e+02 9.727182938124682154e-01 4.484592568677105540e+00
2.602302302302302337e+02 2.864018767722264158e+00 6.470411838880884225e+00
3.853453453453453790e+02 3.357703739548083099e+00 6.472193827893406137e+00
5.104604604604604674e+02 3.459177821261669283e+00 5.894639584331141435e+00
6.355755755755754990e+02 3.427802332456312939e+00 5.256603812654328856e+00
7.606906906906907579e+02 3.291716784961442599e+00 4.744676243464517995e+00
8.858058058058057895e+02 3.125083553570803474e+00 4.288584323085808059e+00
1.010920920920920935e+03 2.964184154258748372e+00 3.951338995244663810e+00
1.136036036036035966e+03 2.826397348730170123e+00 3.677301387847978553e+00
1.261151151151150998e+03 2.718994032963437224e+00 3.463600409163144711e+00
1.386266266266266257e+03 2.619563393898092674e+00 3.308320399021762004e+00
1.511381381381381516e+03 2.537758992721775186e+00 3.178051482207625789e+00
1.636496496496496547e+03 2.468977888509594099e+00 3.062368820164833139e+00
1.761611611611611579e+03 2.417902563393699022e+00 2.980235439841631528e+00
1.886726726726726611e+03 2.366792225268461447e+00 2.906367581821731605e+00
2.011841841841841642e+03 2.323174017122915824e+00 2.842962670951462378e+00
2.136956956956956674e+03 2.292970374749523366e+00 2.791307032376537656e+00
2.262072072072071933e+03 2.262506241559935294e+00 2.741759530830795377e+00
2.387187187187187192e+03 2.235852808044396234e+00 2.704608890253861198e+00
2.512302302302301996e+03 2.212545266827074197e+00 2.672009361872650590e+00
2.637417417417417255e+03 2.194277664322169752e+00 2.643263360689167563e+00
2.762532532532532059e+03 2.175043401790912601e+00 2.621497288411132498e+00
2.887647647647647318e+03 2.160826135171388440e+00 2.599272949486218565e+00
3.012762762762762577e+03 2.149417797779382244e+00 2.578328311787528193e+00
3.137877877877877381e+03 2.135965988078854849e+00 2.559241053628579454e+00
3.262992992992992640e+03 2.123543509914364247e+00 2.541167808996283473e+00
3.388108108108107899e+03 2.113971627420828892e+00 2.526005439488984816e+00
3.513223223223223158e+03 2.101369495942658538e+00 2.515997311904007550e+00
3.638338338338337962e+03 2.091252705461174699e+00 2.501696419321876697e+00
3.763453453453453221e+03 2.083112559495666538e+00 2.486410730867739005e+00
3.888568568568568026e+03 2.074944631144377549e+00 2.474597102245190694e+00
4.013683683683683284e+03 2.068411276160359247e+00 2.462709423975127709e+00
4.138798798798798089e+03 2.061329493888185205e+00 2.450998036535863456e+00
4.263913913913914257e+03 2.053548356699973709e+00 2.441211897579408596e+00
4.389029029029028607e+03 2.047130542761676164e+00 2.434381556782123202e+00
4.514144144144143866e+03 2.041161413471716646e+00 2.427030785930930357e+00
4.639259259259258215e+03 2.034818013947609305e+00 2.417759945621896112e+00
4.764374374374374383e+03 2.028601309048809309e+00 2.409598563201849508e+00
4.889489489489488733e+03 2.023406837508032297e+00 2.402955661433625156e+00
5.014604604604603992e+03 2.019931118497793054e+00 2.396617521278938234e+00
5.139719719719720160e+03 2.016676006102266605e+00 2.390542431640191090e+00
5.264834834834834510e+03 2.012067288628329731e+00 2.384902689054086533e+00
5.389949949949949769e+03 2.006774715534102249e+00 2.379164554408467414e+00
5.515065065065064118e+03 2.001885042344620391e+00 2.373063049733589835e+00
5.640180180180180287e+03 1.998324614114892483e+00 2.367582161997245915e+00
5.765295295295294636e+03 1.996441833363798324e+00 2.363502093728318876e+00
5.890410410410409895e+03 1.994886644647030804e+00 2.360304779660431951e+00
6.015525525525525154e+03 1.992322442460800813e+00 2.357278433765897852e+00
6.140640640640640413e+03 1.989177757247282186e+00 2.354203048415344224e+00
6.265755755755755672e+03 1.986362012952113787e+00 2.351048865600525506e+00
6.390870870870870021e+03 1.984134516931503001e+00 2.347779578518701893e+00
6.515985985985986190e+03 1.982357090257043541e+00 2.344336720404148089e+00
6.641101101101100539e+03 1.980834696820452434e+00 2.340860232897271853e+00
6.766216216216215798e+03 1.979302717352788621e+00 2.337798966600810768e+00
6.891331331331330148e+03 1.977530945109043925e+00 2.335442810842808026e+00
7.016446446446446316e+03 1.975637789016368551e+00 2.333445884888689204e+00
7.141561561561560666e+03 1.973856635009827887e+00 2.331284084509870347e+00
7.266676676676675925e+03 1.972282289660259647e+00 2.328822900218034953e+00
7.391791791791792093e+03 1.970812351273852681e+00 2.326513092244413272e+00
7.516906906906906443e+03 1.969347000784062995e+00 2.324785879517672349e+00
7.642022022022021702e+03 1.967937323166530694e+00 2.323465523725916526e+00
7.767137137137136051e+03 1.966733595014365621e+00 2.321980047370697964e+00
7.892252252252252219e+03 1.965842468261954634e+00 2.319879241922063073e+00
8.017367367367366569e+03 1.965119192615313981e+00 2.317401303949859770e+00
8.142482482482481828e+03 1.964323346325832720e+00 2.315047174824353959e+00
8.267597597597596177e+03 1.963281310508909749e+00 2.313212514067102710e+00
8.392712712712711436e+03 1.962144197911586119e+00 2.311843163042710980e+00
8.517827827827828514e+03 1.961168351518672193e+00 2.310732530519147954e+00
8.642942942942943773e+03 1.960559810560077887e+00 2.309703521242318480e+00
