5.437250463142342949e-02 5.885297278569956436e-02 4.118225542599052852e-02 2.565947541214902428e-02 1.721920168492346859e-02 1.375255471534875089e-02 1.176292299245446961e-02 7.872425500530784090e-03 3.847962907859460262e-03 1.804802944894828929e-03 7.035640123470434737e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.754570084106647512e-03 2.627273483529529025e-02 3.973615901763585118e-02 3.651988922028568535e-02 2.580168178026136933e-02 1.732338892962723836e-02 1.177144809157770755e-02 8.293988919649518399e-03 4.452881668726075930e-03 1.869312130730342060e-03 7.074724971374752886e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.339264715536027297e-04 3.722941568350341627e-03 1.879685625399074925e-02 3.544051136337719732e-02 4.128964859136231152e-02 3.606998729500518475e-02 2.446020829147719719e-02 1.444595648605504629e-02 8.360450111158702208e-03 3.353734705885855552e-03 1.228823602494788416e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.784424706430246748e-08 3.490235769594611054e-05 1.222182944972173687e-03 6.546914098103383955e-03 1.594171642168497327e-02 2.314859539829625112e-02 2.341066440139086269e-02 1.441179666143523920e-02 8.136683187814167453e-03 3.296835939638541151e-03 1.168024519693963356e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.110859878554675157e-11 3.268789009046727514e-07 5.292616891200398676e-05 9.090383316249191822e-04 4.857714627747409565e-03 1.319171399879282003e-02 2.729463945722114537e-02 2.928968833145617623e-02 1.728849983778339358e-02 7.276390944657626196e-03 2.496275646371872315e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.131440476865309243e-19 6.964522773735354218e-12 4.081203768127524701e-08 7.194883351064225204e-06 1.336532435901423223e-04 1.012120434656802338e-03 6.942998804110310160e-03 2.373647840557343083e-02 2.148075949123929781e-02 9.776576925354068040e-03 3.309128043334988098e-03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.452824310958822882e-19 2.058375255157681594e-12 1.325277009935051842e-08 9.959986100608024720e-07 2.383885252374186913e-05 6.787202427320786387e-04 1.161403417709800517e-02 2.465964526580441060e-02 1.491229495111571005e-02 5.278504719495713711e-03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.541244465865543083e-20 2.560196365253229428e-13 3.743221503611958267e-10 7.220715320388521623e-08 1.477992154935187768e-05 2.085241622055973403e-03 1.426714499058073446e-02 1.662730748236369155e-02 6.955254993381089317e-03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.645584453474763260e-20 5.910599821269977974e-15 2.872532473453295498e-11 1.341728094940520191e-07 1.938011058025247918e-04 5.197651161850072588e-03 1.906959604074803458e-02 1.193618837182112459e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.293870276384440735e-17 2.993067447391560771e-11 3.494695847075299160e-06 5.054054940308773001e-04 1.129921848545233261e-02 1.382562713057910835e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.493327332772971428e-16 2.873822247906753825e-08 2.538540191586961605e-05 5.214988338136033325e-03 1.585241604831758716e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118188288408712919e-11 3.561284538390964072e-07 9.946965273909358189e-04 1.023133876966225882e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
