# GLoBES neutrino oscillation simulation
# --------------------------------------
#
# Run started on Fri Nov 19 14:38:10 2021
#
# Command line:   ./nu -e MUBOONE -f 4 -a PARAM_SCAN --no-ih --bf-spectrum -p DM41,-2.,2.,40,LOGSCALE -p s22thmue,-4.,0.,40,LOGSCALE -p Um4,0.025,0.775,15 
#
# NU_RANK and/or NU_SIZE not defined. Assuming no parallelization.
# Using SNU probability engine.
# Using 4 flavor model
# Simulating the following experiments:
#   MUBOONE
# Including the following AEDL files:
#
# AEDL variables:
#
# External analysis routines included:
#   microBooNE
#
# True oscillation parameters (only nonzero params shown):
#   TH12 = 0.58678
#   TH13 = 0.149051
#   TH23 = 0.823795
#   DELTA_0 = 4.71239
#   DM21 = 7.4e-05
#   DM31 = 0.002494
# External priors:
#
# Miscellaneous options:
#   Constraint \eps^s = \eps^{d\dag}: NO
#   New reactor fluxes (1101.2663):   YES
#
# Parameter scan:
#         DM41,         -2,          2,    40  0x1
#     s22thmue,         -4,          0,    40  0x1
#          Um4,      0.025,      0.775,    15  0x0
# Marginalizing over:
#   
# Prescan for degeneracy finding:
# Degfinder flags: 0x2
#
# Initializing microBooNE code ...
# Flags in MicroBooNE code: OSC_NO_NUBAR OSC_NO_NUMU 
# General parameter scan
#
#                  DM41        s22thmue             Um4       chi2_NH          chi2_IH
                   -1.6            -2.4           0.225     25.00607875           1e+50
                   -1.6            -2.4           0.275     25.00607208           1e+50
                   -1.6            -2.4           0.325      25.0060626           1e+50
                   -1.6            -2.4           0.375     25.00605078           1e+50
                   -1.6            -2.4           0.425     25.00603684           1e+50
                   -1.6            -2.4           0.475     25.00602085           1e+50
                   -1.6            -2.4           0.525     25.00600287           1e+50
                   -1.6            -2.4           0.575     25.00598287           1e+50
                   -1.6            -2.4           0.625     25.00596085           1e+50
                   -1.6            -2.4           0.675     25.00593676           1e+50
                   -1.6            -2.4           0.725      25.0059105           1e+50
                   -1.6            -2.4           0.775     25.00588197           1e+50
                   -1.6            -2.3           0.025           1e+50           1e+50
                   -1.6            -2.3           0.075     25.00674029           1e+50
                   -1.6            -2.3           0.125     25.00678923           1e+50
                   -1.6            -2.3           0.175     25.00679814           1e+50
                   -1.6            -2.3           0.225     25.00679673           1e+50
                   -1.6            -2.3           0.275     25.00679056           1e+50
                   -1.6            -2.3           0.325     25.00678127           1e+50
                   -1.6            -2.3           0.375     25.00676947           1e+50
                   -1.6            -2.3           0.425     25.00675542           1e+50
                   -1.6            -2.3           0.475     25.00673925           1e+50
                   -1.6            -2.3           0.525       25.006721           1e+50
                   -1.6            -2.3           0.575     25.00670067           1e+50
                   -1.6            -2.3           0.625     25.00667825           1e+50
                   -1.6            -2.3           0.675     25.00665369           1e+50
                   -1.6            -2.3           0.725     25.00662688           1e+50
                   -1.6            -2.3           0.775     25.00659771           1e+50
                   -1.6            -2.2           0.025           1e+50           1e+50
                   -1.6            -2.2           0.075     25.00762346           1e+50
                   -1.6            -2.2           0.125     25.00768755           1e+50
                   -1.6            -2.2           0.175     25.00770045           1e+50
                   -1.6            -2.2           0.225     25.00770058           1e+50
                   -1.6            -2.2           0.275     25.00769508           1e+50
                   -1.6            -2.2           0.325     25.00768606           1e+50
                   -1.6            -2.2           0.375     25.00767431           1e+50
                   -1.6            -2.2           0.425     25.00766017           1e+50
                   -1.6            -2.2           0.475      25.0076438           1e+50
                   -1.6            -2.2           0.525     25.00762526           1e+50
                   -1.6            -2.2           0.575     25.00760457           1e+50
                   -1.6            -2.2           0.625      25.0075817           1e+50
                   -1.6            -2.2           0.675     25.00755661           1e+50
                   -1.6            -2.2           0.725     25.00752919           1e+50
                   -1.6            -2.2           0.775     25.00749929           1e+50
                   -1.6            -2.1           0.025           1e+50           1e+50
                   -1.6            -2.1           0.075     25.00873477           1e+50
                   -1.6            -2.1           0.125     25.00881881           1e+50
                   -1.6            -2.1           0.175     25.00883692           1e+50
                   -1.6            -2.1           0.225     25.00883907           1e+50
                   -1.6            -2.1           0.275     25.00883447           1e+50
                   -1.6            -2.1           0.325     25.00882583           1e+50
                   -1.6            -2.1           0.375     25.00881419           1e+50
                   -1.6            -2.1           0.425     25.00879997           1e+50
                   -1.6            -2.1           0.475      25.0087834           1e+50
                   -1.6            -2.1           0.525     25.00876455           1e+50
                   -1.6            -2.1           0.575     25.00874345           1e+50
                   -1.6            -2.1           0.625     25.00872009           1e+50
                   -1.6            -2.1           0.675      25.0086944           1e+50
                   -1.6            -2.1           0.725     25.00866629           1e+50
                   -1.6            -2.1           0.775     25.00863556           1e+50
                   -1.6              -2           0.025           1e+50           1e+50
                   -1.6              -2           0.075     25.01013365           1e+50
                   -1.6              -2           0.125     25.01024431           1e+50
                   -1.6              -2           0.175     25.01026926           1e+50
                   -1.6              -2           0.225     25.01027407           1e+50
                   -1.6              -2           0.275     25.01027067           1e+50
                   -1.6              -2           0.325     25.01026257           1e+50
                   -1.6              -2           0.375     25.01025111           1e+50
                   -1.6              -2           0.425     25.01023685           1e+50
                   -1.6              -2           0.475     25.01022007           1e+50
                   -1.6              -2           0.525     25.01020089           1e+50
                   -1.6              -2           0.575     25.01017935           1e+50
                   -1.6              -2           0.625     25.01015543           1e+50
                   -1.6              -2           0.675     25.01012908           1e+50
                   -1.6              -2           0.725     25.01010018           1e+50
                   -1.6              -2           0.775     25.01006853           1e+50
                   -1.6            -1.9           0.025           1e+50           1e+50
                   -1.6            -1.9           0.075       25.011895           1e+50
                   -1.6            -1.9           0.125     25.01204188           1e+50
                   -1.6            -1.9           0.175     25.01207588           1e+50
                   -1.6            -1.9           0.225      25.0120842           1e+50
                   -1.6            -1.9           0.275      25.0120824           1e+50
                   -1.6            -1.9           0.325     25.01207506           1e+50
                   -1.6            -1.9           0.375     25.01206389           1e+50
                   -1.6            -1.9           0.425     25.01204964           1e+50
                   -1.6            -1.9           0.475     25.01203266           1e+50
                   -1.6            -1.9           0.525     25.01201313           1e+50
                   -1.6            -1.9           0.575      25.0119911           1e+50
                   -1.6            -1.9           0.625     25.01196657           1e+50
                   -1.6            -1.9           0.675     25.01193947           1e+50
                   -1.6            -1.9           0.725     25.01190968           1e+50
                   -1.6            -1.9           0.775     25.01187697           1e+50
                   -1.6            -1.8           0.025           1e+50           1e+50
                   -1.6            -1.8           0.075     25.01411251           1e+50
                   -1.6            -1.8           0.125      25.0143106           1e+50
                   -1.6            -1.8           0.175     25.01435664           1e+50
                   -1.6            -1.8           0.225     25.01436962           1e+50
                   -1.6            -1.8           0.275     25.01436998           1e+50
                   -1.6            -1.8           0.325     25.01436368           1e+50
                   -1.6            -1.8           0.375     25.01435296           1e+50
                   -1.6            -1.8           0.425     25.01433879           1e+50
                   -1.6            -1.8           0.475     25.01432164           1e+50
                   -1.6            -1.8           0.525     25.01430174           1e+50
                   -1.6            -1.8           0.575     25.01427918           1e+50
                   -1.6            -1.8           0.625     25.01425396           1e+50
                   -1.6            -1.8           0.675     25.01422602           1e+50
                   -1.6            -1.8           0.725     25.01419522           1e+50
                   -1.6            -1.8           0.775     25.01416133           1e+50
                   -1.6            -1.7           0.025           1e+50           1e+50
                   -1.6            -1.7           0.075     25.01689806           1e+50
                   -1.6            -1.7           0.125     25.01717682           1e+50
                   -1.6            -1.7           0.175     25.01723908           1e+50
                   -1.6            -1.7           0.225      25.0172583           1e+50
                   -1.6            -1.7           0.275     25.01726157           1e+50
                   -1.6            -1.7           0.325     25.01725671           1e+50
                   -1.6            -1.7           0.375     25.01724664           1e+50
                   -1.6            -1.7           0.425     25.01723266           1e+50
                   -1.6            -1.7           0.475     25.01721539           1e+50
                   -1.6            -1.7           0.525     25.01719511           1e+50
                   -1.6            -1.7           0.575     25.01717198           1e+50
                   -1.6            -1.7           0.625       25.017146           1e+50
                   -1.6            -1.7           0.675     25.01711711           1e+50
                   -1.6            -1.7           0.725     25.01708518           1e+50
                   -1.6            -1.7           0.775     25.01704993           1e+50
                   -1.6            -1.6           0.025           1e+50           1e+50
                   -1.6            -1.6           0.075           1e+50           1e+50
                   -1.6            -1.6           0.125     25.02080222           1e+50
                   -1.6            -1.6           0.175     25.02088667           1e+50
                   -1.6            -1.6           0.225     25.02091431           1e+50
                   -1.6            -1.6           0.275     25.02092151           1e+50
                   -1.6            -1.6           0.325     25.02091862           1e+50
                   -1.6            -1.6           0.375     25.02090952           1e+50
                   -1.6            -1.6           0.425      25.0208959           1e+50
                   -1.6            -1.6           0.475     25.02087856           1e+50
                   -1.6            -1.6           0.525     25.02085792           1e+50
                   -1.6            -1.6           0.575     25.02083417           1e+50
                   -1.6            -1.6           0.625     25.02080735           1e+50
                   -1.6            -1.6           0.675     25.02077741           1e+50
                   -1.6            -1.6           0.725     25.02074419           1e+50
                   -1.6            -1.6           0.775     25.02070739           1e+50
                   -1.6            -1.5           0.025           1e+50           1e+50
                   -1.6            -1.5           0.075           1e+50           1e+50
                   -1.6            -1.5           0.125     25.02539415           1e+50
                   -1.6            -1.5           0.175     25.02550973           1e+50
                   -1.6            -1.5           0.225     25.02554883           1e+50
                   -1.6            -1.5           0.275     25.02556138           1e+50
                   -1.6            -1.5           0.325     25.02556124           1e+50
                   -1.6            -1.5           0.375     25.02555352           1e+50
                   -1.6            -1.5           0.425     25.02554049           1e+50
                   -1.6            -1.5           0.475     25.02552321           1e+50
                   -1.6            -1.5           0.525     25.02550224           1e+50
                   -1.6            -1.5           0.575     25.02547784           1e+50
                   -1.6            -1.5           0.625      25.0254501           1e+50
                   -1.6            -1.5           0.675     25.02541897           1e+50
                   -1.6            -1.5           0.725     25.02538428           1e+50
                   -1.6            -1.5           0.775     25.02534572           1e+50
                   -1.6            -1.4           0.025           1e+50           1e+50
                   -1.6            -1.4           0.075           1e+50           1e+50
                   -1.6            -1.4           0.125     25.03121894           1e+50
                   -1.6            -1.4           0.175     25.03138007           1e+50
                   -1.6            -1.4           0.225     25.03143503           1e+50
                   -1.6            -1.4           0.275     25.03145495           1e+50
                   -1.6            -1.4           0.325     25.03145861           1e+50
                   -1.6            -1.4           0.375     25.03145289           1e+50
                   -1.6            -1.4           0.425     25.03144078           1e+50
                   -1.6            -1.4           0.475     25.03142373           1e+50
                   -1.6            -1.4           0.525      25.0314025           1e+50
                   -1.6            -1.4           0.575     25.03137744           1e+50
                   -1.6            -1.4           0.625     25.03134869           1e+50
                   -1.6            -1.4           0.675     25.03131623           1e+50
                   -1.6            -1.4           0.725     25.03127989           1e+50
                   -1.6            -1.4           0.775      25.0312393           1e+50
                   -1.6            -1.3           0.025           1e+50           1e+50
                   -1.6            -1.3           0.075           1e+50           1e+50
                   -1.6            -1.3           0.125      25.0386165           1e+50
                   -1.6            -1.3           0.175      25.0388509           1e+50
                   -1.6            -1.3           0.225     25.03892828           1e+50
                   -1.6            -1.3           0.275     25.03895845           1e+50
                   -1.6            -1.3           0.325     25.03896743           1e+50
                   -1.6            -1.3           0.375     25.03896455           1e+50
                   -1.6            -1.3           0.425     25.03895387           1e+50
                   -1.6            -1.3           0.475     25.03893733           1e+50
                   -1.6            -1.3           0.525     25.03891595           1e+50
                   -1.6            -1.3           0.575     25.03889024           1e+50
                   -1.6            -1.3           0.625     25.03886041           1e+50
                   -1.6            -1.3           0.675     25.03882646           1e+50
                   -1.6            -1.3           0.725     25.03878824           1e+50
                   -1.6            -1.3           0.775     25.03874532           1e+50
                   -1.6            -1.2           0.025           1e+50           1e+50
                   -1.6            -1.2           0.075           1e+50           1e+50
                   -1.6            -1.2           0.125           1e+50           1e+50
                   -1.6            -1.2           0.175     25.04838349           1e+50
                   -1.6            -1.2           0.225     25.04849358           1e+50
                   -1.6            -1.2           0.275     25.04853826           1e+50
                   -1.6            -1.2           0.325     25.04855475           1e+50
                   -1.6            -1.2           0.375     25.04855597           1e+50
                   -1.6            -1.2           0.425     25.04854744           1e+50
                   -1.6            -1.2           0.475     25.04853183           1e+50
                   -1.6            -1.2           0.525     25.04851052           1e+50
                   -1.6            -1.2           0.575     25.04848421           1e+50
                   -1.6            -1.2           0.625     25.04845323           1e+50
                   -1.6            -1.2           0.675     25.04841764           1e+50
                   -1.6            -1.2           0.725     25.04837727           1e+50
                   -1.6            -1.2           0.775     25.04833168           1e+50
                   -1.6            -1.1           0.025           1e+50           1e+50
                   -1.6            -1.1           0.075           1e+50           1e+50
                   -1.6            -1.1           0.125           1e+50           1e+50
                   -1.6            -1.1           0.175     25.06058281           1e+50
                   -1.6            -1.1           0.225     25.06074347           1e+50
                   -1.6            -1.1           0.275     25.06080914           1e+50
                   -1.6            -1.1           0.325      25.0608364           1e+50
                   -1.6            -1.1           0.375     25.06084355           1e+50
                   -1.6            -1.1           0.425     25.06083826           1e+50
                   -1.6            -1.1           0.475     25.06082422           1e+50
                   -1.6            -1.1           0.525     25.06080331           1e+50
                   -1.6            -1.1           0.575     25.06077654           1e+50
                   -1.6            -1.1           0.625     25.06074438           1e+50
                   -1.6            -1.1           0.675     25.06070698           1e+50
                   -1.6            -1.1           0.725     25.06066418           1e+50
                   -1.6            -1.1           0.775      25.0606155           1e+50
                   -1.6              -1           0.025           1e+50           1e+50
                   -1.6              -1           0.075           1e+50           1e+50
                   -1.6              -1           0.125           1e+50           1e+50
                   -1.6              -1           0.175     25.07623973           1e+50
                   -1.6              -1           0.225     25.07648978           1e+50
                   -1.6              -1           0.275     25.07658694           1e+50
                   -1.6              -1           0.325     25.07662992           1e+50
                   -1.6              -1           0.375     25.07664576           1e+50
                   -1.6              -1           0.425     25.07664534           1e+50
                   -1.6              -1           0.475     25.07663383           1e+50
                   -1.6              -1           0.525     25.07661389           1e+50
                   -1.6              -1           0.575     25.07658691           1e+50
                   -1.6              -1           0.625     25.07655362           1e+50
                   -1.6              -1           0.675     25.07651426           1e+50
                   -1.6              -1           0.725      25.0764687           1e+50
                   -1.6              -1           0.775     25.07641644           1e+50
                   -1.6            -0.9           0.025           1e+50           1e+50
                   -1.6            -0.9           0.075           1e+50           1e+50
                   -1.6            -0.9           0.125           1e+50           1e+50
                   -1.6            -0.9           0.175           1e+50           1e+50
                   -1.6            -0.9           0.225     25.09681533           1e+50
                   -1.6            -0.9           0.275     25.09696266           1e+50
                   -1.6            -0.9           0.325     25.09702928           1e+50
                   -1.6            -0.9           0.375      25.0970581           1e+50
                   -1.6            -0.9           0.425     25.09706506           1e+50
                   -1.6            -0.9           0.475      25.0970576           1e+50
                   -1.6            -0.9           0.525     25.09703951           1e+50
                   -1.6            -0.9           0.575      25.0970128           1e+50
                   -1.6            -0.9           0.625     25.09697846           1e+50
                   -1.6            -0.9           0.675     25.09693704           1e+50
                   -1.6            -0.9           0.725     25.09688841           1e+50
                   -1.6            -0.9           0.775     25.09683201           1e+50
                   -1.6            -0.8           0.025           1e+50           1e+50
                   -1.6            -0.8           0.075           1e+50           1e+50
                   -1.6            -0.8           0.125           1e+50           1e+50
                   -1.6            -0.8           0.175           1e+50           1e+50
                   -1.6            -0.8           0.225     25.12294758           1e+50
                   -1.6            -0.8           0.275     25.12318589           1e+50
                   -1.6            -0.8           0.325     25.12328938           1e+50
                   -1.6            -0.8           0.375     25.12333774           1e+50
                   -1.6            -0.8           0.425     25.12335594           1e+50
                   -1.6            -0.8           0.475     25.12335493           1e+50
                   -1.6            -0.8           0.525     25.12334019           1e+50
                   -1.6            -0.8           0.575     25.12331465           1e+50
                   -1.6            -0.8           0.625     25.12327984           1e+50
                   -1.6            -0.8           0.675     25.12323646           1e+50
                   -1.6            -0.8           0.725     25.12318457           1e+50
                   -1.6            -0.8           0.775     25.12312357           1e+50
                   -1.6            -0.7           0.025           1e+50           1e+50
                   -1.6            -0.7           0.075           1e+50           1e+50
                   -1.6            -0.7           0.125           1e+50           1e+50
                   -1.6            -0.7           0.175           1e+50           1e+50
                   -1.6            -0.7           0.225           1e+50           1e+50
                   -1.6            -0.7           0.275     25.15586697           1e+50
                   -1.6            -0.7           0.325     25.15603121           1e+50
                   -1.6            -0.7           0.375     25.15610952           1e+50
                   -1.6            -0.7           0.425     25.15614479           1e+50
                   -1.6            -0.7           0.475     25.15615388           1e+50
                   -1.6            -0.7           0.525     25.15614495           1e+50
                   -1.6            -0.7           0.575     25.15612227           1e+50
                   -1.6            -0.7           0.625     25.15608812           1e+50
                   -1.6            -0.7           0.675     25.15604361           1e+50
                   -1.6            -0.7           0.725     25.15598894           1e+50
                   -1.6            -0.7           0.775     25.15592353           1e+50
                   -1.6            -0.6           0.025           1e+50           1e+50
                   -1.6            -0.6           0.075           1e+50           1e+50
                   -1.6            -0.6           0.125           1e+50           1e+50
                   -1.6            -0.6           0.175           1e+50           1e+50
                   -1.6            -0.6           0.225           1e+50           1e+50
                   -1.6            -0.6           0.275      25.1999663           1e+50
                   -1.6            -0.6           0.325     25.20026533           1e+50
                   -1.6            -0.6           0.375     25.20039588           1e+50
                   -1.6            -0.6           0.425     25.20045929           1e+50
                   -1.6            -0.6           0.475     25.20048475           1e+50
                   -1.6            -0.6           0.525     25.20048527           1e+50
                   -1.6            -0.6           0.575     25.20046741           1e+50
                   -1.6            -0.6           0.625     25.20043474           1e+50
                   -1.6            -0.6           0.675     25.20038898           1e+50
                   -1.6            -0.6           0.725     25.20033066           1e+50
                   -1.6            -0.6           0.775     25.20025918           1e+50
                   -1.6            -0.5           0.025           1e+50           1e+50
                   -1.6            -0.5           0.075           1e+50           1e+50
                   -1.6            -0.5           0.125           1e+50           1e+50
                   -1.6            -0.5           0.175           1e+50           1e+50
                   -1.6            -0.5           0.225           1e+50           1e+50
                   -1.6            -0.5           0.275           1e+50           1e+50
                   -1.6            -0.5           0.325     25.25845857           1e+50
                   -1.6            -0.5           0.375     25.25869462           1e+50
                   -1.6            -0.5           0.425     25.25880692           1e+50
                   -1.6            -0.5           0.475     25.25885992           1e+50
                   -1.6            -0.5           0.525     25.25887655           1e+50
                   -1.6            -0.5           0.575     25.25886764           1e+50
                   -1.6            -0.5           0.625     25.25883885           1e+50
                   -1.6            -0.5           0.675     25.25879304           1e+50
                   -1.6            -0.5           0.725     25.25873127           1e+50
                   -1.6            -0.5           0.775     25.25865296           1e+50
                   -1.6            -0.4           0.025           1e+50           1e+50
                   -1.6            -0.4           0.075           1e+50           1e+50
                   -1.6            -0.4           0.125           1e+50           1e+50
                   -1.6            -0.4           0.175           1e+50           1e+50
                   -1.6            -0.4           0.225           1e+50           1e+50
                   -1.6            -0.4           0.275           1e+50           1e+50
                   -1.6            -0.4           0.325           1e+50           1e+50
                   -1.6            -0.4           0.375     25.33593327           1e+50
                   -1.6            -0.4           0.425     25.33614553           1e+50
                   -1.6            -0.4           0.475     25.33624823           1e+50
                   -1.6            -0.4           0.525     25.33629328           1e+50
                   -1.6            -0.4           0.575     25.33630075           1e+50
                   -1.6            -0.4           0.625     25.33628038           1e+50
                   -1.6            -0.4           0.675     25.33623702           1e+50
                   -1.6            -0.4           0.725     25.33617269           1e+50
                   -1.6            -0.4           0.775     25.33608693           1e+50
                   -1.6            -0.3           0.025           1e+50           1e+50
                   -1.6            -0.3           0.075           1e+50           1e+50
                   -1.6            -0.3           0.125           1e+50           1e+50
                   -1.6            -0.3           0.175           1e+50           1e+50
                   -1.6            -0.3           0.225           1e+50           1e+50
                   -1.6            -0.3           0.275           1e+50           1e+50
                   -1.6            -0.3           0.325           1e+50           1e+50
                   -1.6            -0.3           0.375           1e+50           1e+50
                   -1.6            -0.3           0.425     25.43903062           1e+50
                   -1.6            -0.3           0.475     25.43924295           1e+50
                   -1.6            -0.3           0.525     25.43934308           1e+50
                   -1.6            -0.3           0.575     25.43938169           1e+50
                   -1.6            -0.3           0.625     25.43937838           1e+50
                   -1.6            -0.3           0.675      25.4393423           1e+50
                   -1.6            -0.3           0.725     25.43927731           1e+50
                   -1.6            -0.3           0.775     25.43918327           1e+50
                   -1.6            -0.2           0.025           1e+50           1e+50
                   -1.6            -0.2           0.075           1e+50           1e+50
                   -1.6            -0.2           0.125           1e+50           1e+50
                   -1.6            -0.2           0.175           1e+50           1e+50
                   -1.6            -0.2           0.225           1e+50           1e+50
                   -1.6            -0.2           0.275           1e+50           1e+50
                   -1.6            -0.2           0.325           1e+50           1e+50
                   -1.6            -0.2           0.375           1e+50           1e+50
                   -1.6            -0.2           0.425           1e+50           1e+50
                   -1.6            -0.2           0.475     25.57661359           1e+50
                   -1.6            -0.2           0.525     25.57685664           1e+50
                   -1.6            -0.2           0.575      25.5769626           1e+50
                   -1.6            -0.2           0.625     25.57699559           1e+50
                   -1.6            -0.2           0.675     25.57697734           1e+50
                   -1.6            -0.2           0.725     25.57691638           1e+50
                   -1.6            -0.2           0.775     25.57681328           1e+50
                   -1.6            -0.1           0.025           1e+50           1e+50
                   -1.6            -0.1           0.075           1e+50           1e+50
                   -1.6            -0.1           0.125           1e+50           1e+50
                   -1.6            -0.1           0.175           1e+50           1e+50
                   -1.6            -0.1           0.225           1e+50           1e+50
                   -1.6            -0.1           0.275           1e+50           1e+50
                   -1.6            -0.1           0.325           1e+50           1e+50
                   -1.6            -0.1           0.375           1e+50           1e+50
                   -1.6            -0.1           0.425           1e+50           1e+50
                   -1.6            -0.1           0.475           1e+50           1e+50
                   -1.6            -0.1           0.525     25.76065701           1e+50
                   -1.6            -0.1           0.575     25.76111412           1e+50
                   -1.6            -0.1           0.625     25.76124891           1e+50
                   -1.6            -0.1           0.675     25.76127751           1e+50
                   -1.6            -0.1           0.725     25.76123164           1e+50
                   -1.6            -0.1           0.775     25.76111413           1e+50
                   -1.6               0           0.025           1e+50           1e+50
                   -1.6               0           0.075           1e+50           1e+50
                   -1.6               0           0.125           1e+50           1e+50
                   -1.6               0           0.175           1e+50           1e+50
                   -1.6               0           0.225           1e+50           1e+50
                   -1.6               0           0.275           1e+50           1e+50
                   -1.6               0           0.325           1e+50           1e+50
                   -1.6               0           0.375           1e+50           1e+50
                   -1.6               0           0.425           1e+50           1e+50
                   -1.6               0           0.475           1e+50           1e+50
                   -1.6               0           0.525           1e+50           1e+50
                   -1.6               0           0.575           1e+50           1e+50
                   -1.6               0           0.625           1e+50           1e+50
                   -1.6               0           0.675           1e+50           1e+50
                   -1.6               0           0.725           1e+50           1e+50
                   -1.6               0           0.775           1e+50           1e+50
                   -1.5              -4           0.025     25.00339426           1e+50
                   -1.5              -4           0.075     25.00340401           1e+50
                   -1.5              -4           0.125     25.00340172           1e+50
                   -1.5              -4           0.175     25.00339719           1e+50
                   -1.5              -4           0.225     25.00339091           1e+50
                   -1.5              -4           0.275     25.00338298           1e+50
                   -1.5              -4           0.325     25.00337344           1e+50
                   -1.5              -4           0.375     25.00336228           1e+50
                   -1.5              -4           0.425     25.00334951           1e+50
                   -1.5              -4           0.475     25.00333514           1e+50
                   -1.5              -4           0.525     25.00331915           1e+50
                   -1.5              -4           0.575     25.00330154           1e+50
                   -1.5              -4           0.625     25.00328231           1e+50
                   -1.5              -4           0.675     25.00326145           1e+50
                   -1.5              -4           0.725     25.00323894           1e+50
                   -1.5              -4           0.775     25.00321477           1e+50
                   -1.5            -3.9           0.025     25.00342069           1e+50
                   -1.5            -3.9           0.075     25.00343341           1e+50
                   -1.5            -3.9           0.125     25.00343136           1e+50
                   -1.5            -3.9           0.175     25.00342688           1e+50
                   -1.5            -3.9           0.225     25.00342061           1e+50
                   -1.5            -3.9           0.275     25.00341267           1e+50
                   -1.5            -3.9           0.325     25.00340311           1e+50
                   -1.5            -3.9           0.375     25.00339192           1e+50
                   -1.5            -3.9           0.425     25.00337912           1e+50
                   -1.5            -3.9           0.475      25.0033647           1e+50
                   -1.5            -3.9           0.525     25.00334866           1e+50
                   -1.5            -3.9           0.575       25.003331           1e+50
                   -1.5            -3.9           0.625     25.00331171           1e+50
                   -1.5            -3.9           0.675     25.00329077           1e+50
                   -1.5            -3.9           0.725     25.00326818           1e+50
                   -1.5            -3.9           0.775     25.00324391           1e+50
                   -1.5            -3.8           0.025     25.00345372           1e+50
                   -1.5            -3.8           0.075      25.0034702           1e+50
                   -1.5            -3.8           0.125     25.00346844           1e+50
                   -1.5            -3.8           0.175     25.00346403           1e+50
                   -1.5            -3.8           0.225     25.00345777           1e+50
                   -1.5            -3.8           0.275     25.00344983           1e+50
                   -1.5            -3.8           0.325     25.00344024           1e+50
                   -1.5            -3.8           0.375     25.00342903           1e+50
                   -1.5            -3.8           0.425     25.00341619           1e+50
                   -1.5            -3.8           0.475     25.00340172           1e+50
                   -1.5            -3.8           0.525     25.00338563           1e+50
                   -1.5            -3.8           0.575     25.00336791           1e+50
                   -1.5            -3.8           0.625     25.00334854           1e+50
                   -1.5            -3.8           0.675     25.00332753           1e+50
                   -1.5            -3.8           0.725     25.00330484           1e+50
                   -1.5            -3.8           0.775     25.00328046           1e+50
                   -1.5            -3.7           0.025     25.00349502           1e+50
                   -1.5            -3.7           0.075     25.00351626           1e+50
                   -1.5            -3.7           0.125     25.00351487           1e+50
                   -1.5            -3.7           0.175     25.00351054           1e+50
                   -1.5            -3.7           0.225     25.00350431           1e+50
                   -1.5            -3.7           0.275     25.00349636           1e+50
                   -1.5            -3.7           0.325     25.00348675           1e+50
                   -1.5            -3.7           0.375      25.0034755           1e+50
                   -1.5            -3.7           0.425     25.00346262           1e+50
                   -1.5            -3.7           0.475     25.00344811           1e+50
                   -1.5            -3.7           0.525     25.00343195           1e+50
                   -1.5            -3.7           0.575     25.00341416           1e+50
                   -1.5            -3.7           0.625     25.00339471           1e+50
                   -1.5            -3.7           0.675     25.00337361           1e+50
                   -1.5            -3.7           0.725     25.00335082           1e+50
                   -1.5            -3.7           0.775     25.00332631           1e+50
                   -1.5            -3.6           0.025     25.00354669           1e+50
                   -1.5            -3.6           0.075     25.00357396           1e+50
                   -1.5            -3.6           0.125     25.00357303           1e+50
                   -1.5            -3.6           0.175     25.00356882           1e+50
                   -1.5            -3.6           0.225     25.00356262           1e+50
                   -1.5            -3.6           0.275     25.00355466           1e+50
                   -1.5            -3.6           0.325     25.00354503           1e+50
                   -1.5            -3.6           0.375     25.00353375           1e+50
                   -1.5            -3.6           0.425     25.00352082           1e+50
                   -1.5            -3.6           0.475     25.00350625           1e+50
                   -1.5            -3.6           0.525     25.00349003           1e+50
                   -1.5            -3.6           0.575     25.00347216           1e+50
                   -1.5            -3.6           0.625     25.00345262           1e+50
                   -1.5            -3.6           0.675     25.00343141           1e+50
                   -1.5            -3.6           0.725      25.0034085           1e+50
                   -1.5            -3.6           0.775     25.00338386           1e+50
                   -1.5            -3.5           0.025     25.00361136           1e+50
                   -1.5            -3.5           0.075     25.00364627           1e+50
                   -1.5            -3.5           0.125     25.00364594           1e+50
                   -1.5            -3.5           0.175     25.00364188           1e+50
                   -1.5            -3.5           0.225     25.00363571           1e+50
                   -1.5            -3.5           0.275     25.00362776           1e+50
                   -1.5            -3.5           0.325     25.00361811           1e+50
                   -1.5            -3.5           0.375     25.00360678           1e+50
                   -1.5            -3.5           0.425      25.0035938           1e+50
                   -1.5            -3.5           0.475     25.00357916           1e+50
                   -1.5            -3.5           0.525     25.00356287           1e+50
                   -1.5            -3.5           0.575     25.00354491           1e+50
                   -1.5            -3.5           0.625     25.00352528           1e+50
                   -1.5            -3.5           0.675     25.00350395           1e+50
                   -1.5            -3.5           0.725     25.00348091           1e+50
                   -1.5            -3.5           0.775     25.00345611           1e+50
                   -1.5            -3.4           0.025     25.00369234           1e+50
                   -1.5            -3.4           0.075     25.00373695           1e+50
                   -1.5            -3.4           0.125     25.00373738           1e+50
                   -1.5            -3.4           0.175      25.0037335           1e+50
                   -1.5            -3.4           0.225      25.0037274           1e+50
                   -1.5            -3.4           0.275     25.00371945           1e+50
                   -1.5            -3.4           0.325     25.00370977           1e+50
                   -1.5            -3.4           0.375      25.0036984           1e+50
                   -1.5            -3.4           0.425     25.00368536           1e+50
                   -1.5            -3.4           0.475     25.00367066           1e+50
