1.000000000000000021e-02 1.000000000000000048e-04 8.577564273729730360e+01 8.577561528874183239e+01 1.877629533292011388e+01 1.877630127640440705e+01
1.000000000000000021e-02 1.122018454301963009e-04 8.577564288716632745e+01 8.577561208982474739e+01 1.877629527342248039e+01 1.877630194204910197e+01
1.000000000000000021e-02 1.258925411794167436e-04 8.577564305531711852e+01 8.577560850069130538e+01 1.877629520666950924e+01 1.877630268889707565e+01
1.000000000000000021e-02 1.412537544622754072e-04 8.577564324398028361e+01 8.577560447375682884e+01 1.877629513176872322e+01 1.877630352685083182e+01
1.000000000000000021e-02 1.584893192461114190e-04 8.577564345565598103e+01 8.577559995563696305e+01 1.877629504773591052e+01 1.877630446702617917e+01
1.000000000000000021e-02 1.778279410038922698e-04 8.577564369315176407e+01 8.577559488644354246e+01 1.877629495345109234e+01 1.877630552188112034e+01
1.000000000000000021e-02 1.995262314968878758e-04 8.577564395961562127e+01 8.577558919899325929e+01 1.877629484766492141e+01 1.877630670540687774e+01
1.000000000000000021e-02 2.238721138568339957e-04 8.577564425857843844e+01 8.577558281791959871e+01 1.877629472897710627e+01 1.877630803328771236e+01
1.000000000000000021e-02 2.511886431509579545e-04 8.577564459400240082e+01 8.577557565867600431e+01 1.877629459581248383e+01 1.877630952312548018e+01
1.000000000000000021e-02 2.818382931264455009e-04 8.577564497033209534e+01 8.577556762642738875e+01 1.877629444640765755e+01 1.877631119466200005e+01
1.000000000000000021e-02 3.162277660168379394e-04 8.577564539255330089e+01 8.577555861479469002e+01 1.877629427878339285e+01 1.877631307004678263e+01
1.000000000000000021e-02 3.548133892335753221e-04 8.577564586625675247e+01 8.577554850445436330e+01 1.877629409071634825e+01 1.877631517412813267e+01
1.000000000000000021e-02 3.981071705534973523e-04 8.577564639771691191e+01 8.577553716157225949e+01 1.877629387972329766e+01 1.877631753476381249e+01
1.000000000000000021e-02 4.466835921509630485e-04 8.577564699396931758e+01 8.577552443604136556e+01 1.877629364300091197e+01 1.877632018322800889e+01
1.000000000000000021e-02 5.011872336272725275e-04 8.577564766290417708e+01 8.577551015951345903e+01 1.877629337741819171e+01 1.877632315457423573e+01
1.000000000000000021e-02 5.623413251903490971e-04 8.577564841337368762e+01 8.577549414319304333e+01 1.877629307946493853e+01 1.877632648812831206e+01
1.000000000000000021e-02 6.309573444801929842e-04 8.577564925530143114e+01 8.577547617536245639e+01 1.877629274519410174e+01 1.877633022799833995e+01
1.000000000000000021e-02 7.079457843841380172e-04 8.577565019982026229e+01 8.577545601862135527e+01 1.877629237018610553e+01 1.877633442364802718e+01
1.000000000000000021e-02 7.943282347242813140e-04 8.577565125940945734e+01 8.577543340678880668e+01 1.877629194948678304e+01 1.877633913055144887e+01
1.000000000000000021e-02 8.912509381337459322e-04 8.577565244806602607e+01 8.577540804143553999e+01 1.877629147753518524e+01 1.877634441090449258e+01
1.000000000000000021e-02 1.000000000000000021e-03 8.577565378147899366e+01 8.577537958801653417e+01 1.877629094809666910e+01 1.877635033445283952e+01
1.000000000000000021e-02 1.122018454301963036e-03 8.577565527723956507e+01 8.577534767153622397e+01 1.877629035418392789e+01 1.877635697939443915e+01
1.000000000000000021e-02 1.258925411794167490e-03 8.577565695506548593e+01 8.577531187171008753e+01 1.877628968796360454e+01 1.877636443339464023e+01
1.000000000000000021e-02 1.412537544622753964e-03 8.577565883705673855e+01 8.577527171755750146e+01 1.877628894065544429e+01 1.877637279471231224e+01
1.000000000000000021e-02 1.584893192461114082e-03 8.577566094797946050e+01 8.577522668137190465e+01 1.877628810241355595e+01 1.877638217349548455e+01
1.000000000000000021e-02 1.778279410038922752e-03 8.577566331558689683e+01 8.577517617198594735e+01 1.877628716221653704e+01 1.877639269316910386e+01
1.000000000000000021e-02 1.995262314968878920e-03 8.577566597096762280e+01 8.577511952727407163e+01 1.877628610769791351e+01 1.877640449203875050e+01
1.000000000000000021e-02 2.238721138568339902e-03 8.577566894894553684e+01 8.577505600579249290e+01 1.877628492501742130e+01 1.877641772505336704e+01
1.000000000000000021e-02 2.511886431509579437e-03 8.577567228852048231e+01 8.577498477748409300e+01 1.877628359866593755e+01 1.877643256576826403e+01
1.000000000000000021e-02 2.818382931264454792e-03 8.577567603335454294e+01 8.577490491334674516e+01 1.877628211128332225e+01 1.877644920854661592e+01
1.000000000000000021e-02 3.162277660168379394e-03 8.577568023232029759e+01 8.577481537396161571e+01 1.877628044342603175e+01 1.877646787099433467e+01
1.000000000000000021e-02 3.548133892335753221e-03 8.577568494010078837e+01 8.577471499678284772e+01 1.877627857333649075e+01 1.877648879669490611e+01
1.000000000000000021e-02 3.981071705534973415e-03 8.577569021786817416e+01 8.577460248206452320e+01 1.877627647666982469e+01 1.877651225819001368e+01
1.000000000000000021e-02 4.466835921509630485e-03 8.577569613401787763e+01 8.577447637732439034e+01 1.877627412619482783e+01 1.877653856035262336e+01
1.000000000000000021e-02 5.011872336272724625e-03 8.577570276499558588e+01 8.577433506021669984e+01 1.877627149146792718e+01 1.877656804407380875e+01
1.000000000000000021e-02 5.623413251903490971e-03 8.577571019619595916e+01 8.577417671970388824e+01 1.877626853846660282e+01 1.877660109035920044e+01
1.000000000000000021e-02 6.309573444801930275e-03 8.577571852296550503e+01 8.577399933542373844e+01 1.877626522918823682e+01 1.877663812482524008e+01
1.000000000000000021e-02 7.079457843841380389e-03 8.577572785168604241e+01 8.577380065514678620e+01 1.877626152120535252e+01 1.877667962267549839e+01
1.000000000000000021e-02 7.943282347242813790e-03 8.577573830097462348e+01 8.577357817025909981e+01 1.877625736719141258e+01 1.877672611411305326e+01
1.000000000000000021e-02 8.912509381337458889e-03 8.577575000297653673e+01 8.577332908921631827e+01 1.877625271438396481e+01 1.877677819030820672e+01
1.000000000000000021e-02 1.000000000000000021e-02 8.577576310477823540e+01 8.577305030898088489e+01 1.877624750401781739e+01 1.877683650983467345e+01
1.000000000000000021e-02 1.122018454301963036e-02 8.577577776991866187e+01 8.577273838448739696e+01 1.877624167069992822e+01 1.877690180569063827e+01
1.000000000000000021e-02 1.258925411794167490e-02 8.577579418001650424e+01 8.577238949630402942e+01 1.877623514173769337e+01 1.877697489280774334e+01
1.000000000000000021e-02 1.412537544622754007e-02 8.577581253648351378e+01 8.577199941673308103e+01 1.877622783643953852e+01 1.877705667610758056e+01
1.000000000000000021e-02 1.584893192461114125e-02 8.577583306233513838e+01 8.577156347478288012e+01 1.877621966535808085e+01 1.877714815900496248e+01
1.000000000000000021e-02 1.778279410038922925e-02 8.577585600405544142e+01 8.577107652061765464e+01 1.877621052950164326e+01 1.877725045231413858e+01
1.000000000000000021e-02 1.995262314968878833e-02 8.577588163349149397e+01 8.577053289037029060e+01 1.877620031952960744e+01 1.877736478342350424e+01
1.000000000000000021e-02 2.238721138568339902e-02 8.577591024973435196e+01 8.576992637253377438e+01 1.877618891495100684e+01 1.877749250553312521e+01
1.000000000000000021e-02 2.511886431509579437e-02 8.577594218091111600e+01 8.576925017758125591e+01 1.877617618331469274e+01 1.877763510674286707e+01
1.000000000000000021e-02 2.818382931264454966e-02 8.577597778580317822e+01 8.576849691303848999e+01 1.877616197949465970e+01 1.877779421856084241e+01
1.000000000000000021e-02 3.162277660168379134e-02 8.577601745516490439e+01 8.576765856689969780e+01 1.877614614503776380e+01 1.877797162336104009e+01
1.000000000000000021e-02 3.548133892335753048e-02 8.577606161257943995e+01 8.576672650321232538e+01 1.877612850768833397e+01 1.877816926008102172e+01
1.000000000000000021e-02 3.981071705534973415e-02 8.577611071463773840e+01 8.576569147473574617e+01 1.877610888117163057e+01 1.877838922723327286e+01
1.000000000000000021e-02 4.466835921509629964e-02 8.577616525015004356e+01 8.576454365899678578e+01 1.877608706530330807e+01 1.877863378200034816e+01
1.000000000000000021e-02 5.011872336272724798e-02 8.577622573802705119e+01 8.576327272577266569e+01 1.877606284664076242e+01 1.877890533375716942e+01
1.000000000000000021e-02 5.623413251903491145e-02 8.577629272334979760e+01 8.576186794619779619e+01 1.877603599978410998e+01 1.877920642986701338e+01
1.000000000000000021e-02 6.309573444801930275e-02 8.577636677100377938e+01 8.576031835629474642e+01 1.877600628967906715e+01 1.877953973092993323e+01
1.000000000000000021e-02 7.079457843841380216e-02 8.577644845609013657e+01 8.575861299092947831e+01 1.877597347513774295e+01 1.877990797179535321e+01
1.000000000000000021e-02 7.943282347242813790e-02 8.577653835009003558e+01 8.575674120810526802e+01 1.877593731410627953e+01 1.878031390348899521e+01
1.000000000000000021e-02 8.912509381337459236e-02 8.577663700148166015e+01 8.575469312817021716e+01 1.877589757113828739e+01 1.878076020981168526e+01
1.000000000000000021e-02 1.000000000000000056e-01 8.577674490915013905e+01 8.575246021815249264e+01 1.877585402787882174e+01 1.878124939051609488e+01
1.000000000000000021e-02 1.122018454301963036e-01 8.577686248647928835e+01 8.575003605816924335e+01 1.877580649738400353e+01 1.878178360053267681e+01
1.000000000000000021e-02 1.258925411794167559e-01 8.577699001344066687e+01 8.574741733489453566e+01 1.877575484352393076e+01 1.878236443171286751e+01
1.000000000000000021e-02 1.412537544622753938e-01 8.577712757328242787e+01 8.574460511672296548e+01 1.877569900696213878e+01 1.878299261962218836e+01
1.000000000000000021e-02 1.584893192461114264e-01 8.577727496950372199e+01 8.574160647708234251e+01 1.877563903966179737e+01 1.878366765307408670e+01
1.000000000000000021e-02 1.778279410038922925e-01 8.577743161764789193e+01 8.573843654716114315e+01 1.877557515037717906e+01 1.878438725769491313e+01
1.000000000000000021e-02 1.995262314968878903e-01 8.577759640499792226e+01 8.573512109885027144e+01 1.877550776435624513e+01 1.878514671727153029e+01
1.000000000000000021e-02 2.238721138568340041e-01 8.577776750937997008e+01 8.573169978608382280e+01 1.877543760111754523e+01 1.878593798693860251e+01
1.000000000000000021e-02 2.511886431509579576e-01 8.577794216592781140e+01 8.572823021385165987e+01 1.877536577543857632e+01 1.878674854086086299e+01
1.000000000000000021e-02 2.818382931264454827e-01 8.577811636755617997e+01 8.572479306968546098e+01 1.877529392764819249e+01 1.878755988373067609e+01
1.000000000000000021e-02 3.162277660168379412e-01 8.577828448095063152e+01 8.572149866152474829e+01 1.877522439084126304e+01 1.878834564059733125e+01
1.000000000000000021e-02 3.548133892335753048e-01 8.577843875458998468e+01 8.571849539174708354e+01 1.877516040404018938e+01 1.878906912462771928e+01
1.000000000000000021e-02 3.981071705534973137e-01 8.577856868839057825e+01 8.571598101485376731e+01 1.877510638175461821e+01 1.878968026992910012e+01
1.000000000000000021e-02 4.466835921509630380e-01 8.577866022510731625e+01 8.571421806263782628e+01 1.877506825146163649e+01 1.879011181163120980e+01
1.000000000000000021e-02 5.011872336272724660e-01 8.577869471086586373e+01 8.571355570175010996e+01 1.877505387059645514e+01 1.879027460644783076e+01
1.000000000000000021e-02 5.623413251903490728e-01 8.577864755454582735e+01 8.571446167422246276e+01 1.877507353305459503e+01 1.879005202805205954e+01
1.000000000000000021e-02 6.309573444801930275e-01 8.577848649156682370e+01 8.571757000964169038e+01 1.877514057048763618e+01 1.878929346358877694e+01
