0.01	0.0001	0.00034640189691835207	0.0002710881266551514	0.00037303297632128145	0.000234604754106079	0.000309275853464522	0.00021656317170857484	0.00016512451662049904	0.00009588610403868377	0.00007076546624855903	0.00003125577545617796	0.000024198920105460048
0.01	0.00011885022274370189	0.00041169942607587	0.00032218884236137607	0.00044335052326530366	0.000278828272822389	0.00036757504073506943	0.0002573858119564668	0.00019625085580792415	0.00011396084823023338	0.00008410491426203157	0.00003714755874993881	0.000028760470446909726
0.01	0.0001412537544622754	0.0004893056849257134	0.00038292215680184967	0.0005269230844361808	0.0003313880233218258	0.0004368637546638826	0.0003059036108209462	0.00023324457926413884	0.0001354427219622443	0.00009995887793882393	0.00004414995631814976	0.000034181883188288735
0.01	0.00016788040181225607	0.0005815408964318065	0.0004551038362939857	0.0006262492595403853	0.00039385540386394075	0.0005192135455045239	0.0003635671228417215	0.00027721170199303935	0.0001609739767422602	0.00011880134908239734	0.000052472321425368074	0.00004062524430727315
0.01	0.00019952623149688788	0.000691162650754922	0.0005408919231505338	0.0007442986398945309	0.00046809802478039975	0.0006170864553475979	0.0004321003353202538	0.00032946672529033397	0.0001913179299175709	0.0001411956680069519	0.00006236347089284109	0.00004828319334936716
0.01	0.00023713737056616554	0.0008214483499434992	0.0006428512554671024	0.0008846005913929936	0.000556335545110374	0.0007334086267018347	0.0005135522110044045	0.00039157193687394237	0.00022738178585567253	0.0001678113659307202	0.00007411912406684534	0.00005738468284349513
0.01	0.0002818382931264455	0.0009762931936323126	0.0007640301490333352	0.0010513497732626772	0.0006612060345660676	0.0008716577864566555	0.0006103579466839406	0.0004653841191765083	0.000270243758968074	0.00019944418219790963	0.00008809074404912645	0.00006820182338026084
0.01	0.00033496543915782756	0.001160326635263603	0.0009080515339551555	0.0012495315473380951	0.000785844844876569	0.0010359672207665555	0.0007254117791677479	0.0005531100622550945	0.0003211853094845085	0.00023703985479156994	0.00010469604551897099	0.00008105801900270607
0.01	0.00039810717055349735	0.001379050790565294	0.0010792212707333043	0.0014850710272641511	0.000933978348555701	0.0012312493494327891	0.0008621535153499194	0.0006573725410080082	0.0003817294557423867	0.00028172239541112847	0.00012443148330314456	0.0000963376361363484
0.01	0.0004731512589614803	0.001639004936335632	0.0012826568841639407	0.0017650102238056236	0.0011100353476363979	0.0014633425943312488	0.0010246713733860341	0.0007812887292439499	0.00045368630842814703	0.0003348276944650184	0.00014788709506907937	0.00011449749513406699
0.01	0.0005623413251903491	0.0019479610176151678	0.00152444056386627	0.002097718582442095	0.0013192794831996845	0.0017391859328661553	0.001217824209660251	0.0009285633949778724	0.0005392071881245311	0.00039794346067927597	0.00017576414189879102	0.00013608052800279785
0.01	0.0006683439175686149	0.002315156008396109	0.0018118010057504071	0.002493143207768456	0.0015679666043947843	0.0020670263551385553	0.0014473867858079354	0.0011035996632476818	0.000640848944136057	0.00047295668941131527	0.0002088960741502694	0.00016173201064213088
0.01	0.0007943282347242813	0.00275156807284297	0.0021533295310069873	0.002963106255752281	0.001863531801870058	0.0024566654272531927	0.0017202224188956367	0.0013116306579686124	0.0007616503975563646	0.0005621100788465859	0.00024827344943044357	0.00019221885489604
0.01	0.0009440608762859235	0.0032702447835184557	0.002559236944007716	0.003521658385094151	0.0022148116974222854	0.0029197523323579353	0.0020444881765445608	0.0015588759585703786	0.0009052231940240303	0.0006680690807739657	0.00029507354766155426	0.00022845253719933666
0.01	0.001122018454301963	0.0038866932094759727	0.003041658808492277	0.004185498834956649	0.002632308635739949	0.003470132150571834	0.0024298787517918574	0.0018527275490589112	0.0010758597824252116	0.0007940015905816592	0.00035069556865350025	0.0002715163493250498
0.01	0.001333521432163324	0.00461934353682653	0.0036150182689964998	0.0049744746882810255	0.0031285046768786294	0.004124259790455437	0.0028879163089065058	0.0022019708188904447	0.0012786617478222706	0.0009436726589948379	0.00041680246449697704	0.0003226977859583894
0.01	0.001584893192461114	0.0054901000828151275	0.004296457264927857	0.0059121742473510685	0.003718234777017382	0.00490169194748522	0.003432294965787076	0.00261704722300261	0.0015196923354252802	0.0011215570571867792	0.0004953706574558962	0.0003835270374005401
0.01	0.0018836490894898002	0.0065249961772779344	0.005106349029454714	0.007026632261972519	0.004419130314618941	0.005825671797796277	0.004079290212058802	0.0031103664538464637	0.0018061577256719091	0.0013329730606641938	0.0005887491297932725	0.00045582273823286236
0.01	0.0022387211385683377	0.00775497249071285	0.0060689071955777815	0.00835116809473515	0.005252146222259061	0.00692382390799789	0.004848245503393911	0.0036966774585419	0.002146622480063642	0.0015842414517129332	0.0006997296521609103	0.0005417463397061976
0.01	0.0026607250597988083	0.00921680207892503	0.007212909720052745	0.00992538188229369	0.006242187483979818	0.008228980137037177	0.005762150579945174	0.004393509393593266	0.002551265599022016	0.0018828744941588775	0.0008316302501969723	0.0006438667314466677
0.01	0.0031622776601683794	0.010954189800648544	0.008572559268584813	0.011796338475269083	0.0074188537287894945	0.009780161222403673	0.00684832879909235	0.0052216957005510635	0.003032184847221107	0.0022378005302921763	0.000988394404763107	0.0007652370444969575
0.01	0.003758374042884443	0.013019078977838668	0.010188505785548911	0.014019974553458311	0.008817324181695747	0.011623743397519922	0.008139254031942343	0.006205996971103243	0.0036037584449230622	0.0026596309148119936	0.001174708951647239	0.0009094859319019552
0.01	0.0044668359215096305	0.01547320436433971	0.012109061820379824	0.016662770985395512	0.010479409429979677	0.013814844919108756	0.009673521546639202	0.007375841223623591	0.004283074938936023	0.0031609772664144076	0.0013961442056229477	0.0010809260558881056
