-4.000000 -2.000000 188.158259
-4.000000 -1.980000 188.164467
-4.000000 -1.960000 188.168889
-4.000000 -1.940000 188.171596
-4.000000 -1.920000 188.168266
-4.000000 -1.900000 188.150495
-4.000000 -1.880000 188.113989
-4.000000 -1.860000 188.067770
-4.000000 -1.840000 188.030920
-4.000000 -1.820000 188.016281
-4.000000 -1.800000 188.019850
-4.000000 -1.780000 188.029096
-4.000000 -1.760000 188.037529
-4.000000 -1.740000 188.047529
-4.000000 -1.720000 188.063837
-4.000000 -1.700000 188.089981
-4.000000 -1.680000 188.126772
-4.000000 -1.660000 188.163020
-4.000000 -1.640000 188.177686
-4.000000 -1.620000 188.163218
-4.000000 -1.600000 188.133908
-4.000000 -1.580000 188.113230
-4.000000 -1.560000 188.098682
-4.000000 -1.540000 188.073128
-4.000000 -1.520000 188.048954
-4.000000 -1.500000 188.057123
-4.000000 -1.480000 188.094987
-4.000000 -1.460000 188.115196
-4.000000 -1.440000 188.097491
-4.000000 -1.420000 188.073245
-4.000000 -1.400000 188.082430
-4.000000 -1.380000 188.115971
-4.000000 -1.360000 188.138071
-4.000000 -1.340000 188.131525
-4.000000 -1.320000 188.105435
-4.000000 -1.300000 188.081419
-4.000000 -1.280000 188.083602
-4.000000 -1.260000 188.094596
-4.000000 -1.240000 188.081453
-4.000000 -1.220000 188.060726
-4.000000 -1.200000 188.055092
-4.000000 -1.180000 188.063700
-4.000000 -1.160000 188.084221
-4.000000 -1.140000 188.118631
-4.000000 -1.120000 188.163649
-4.000000 -1.100000 188.170907
-4.000000 -1.080000 188.122222
-4.000000 -1.060000 188.072721
-4.000000 -1.040000 188.030056
-4.000000 -1.020000 188.020465
-4.000000 -1.000000 188.053619
-4.000000 -0.980000 188.100358
-4.000000 -0.960000 188.143629
-4.000000 -0.940000 188.135178
-4.000000 -0.920000 188.085925
-4.000000 -0.900000 188.070870
-4.000000 -0.880000 188.093019
-4.000000 -0.860000 188.089173
-4.000000 -0.840000 188.055431
-4.000000 -0.820000 188.069211
-4.000000 -0.800000 188.120058
-4.000000 -0.780000 188.118236
-4.000000 -0.760000 188.083714
-4.000000 -0.740000 188.079293
-4.000000 -0.720000 188.087187
-4.000000 -0.700000 188.092025
-4.000000 -0.680000 188.103174
-4.000000 -0.660000 188.111032
-4.000000 -0.640000 188.099593
-4.000000 -0.620000 188.090837
-4.000000 -0.600000 188.104797
-4.000000 -0.580000 188.112977
-4.000000 -0.560000 188.099913
-4.000000 -0.540000 188.092068
-4.000000 -0.520000 188.097381
-4.000000 -0.500000 188.091454
-4.000000 -0.480000 188.076583
-4.000000 -0.460000 188.076478
-4.000000 -0.440000 188.067331
-4.000000 -0.420000 188.062009
-4.000000 -0.400000 188.060408
-4.000000 -0.380000 188.063623
