0.000000000000000000e+00 1.956793660881395169e+01
2.000000000000000042e-02 1.962853124113929226e+01
4.000000000000000083e-02 1.970494560097447234e+01
5.999999999999999778e-02 1.980114106215074088e+01
8.000000000000000167e-02 1.990589619906922891e+01
1.000000000000000056e-01 2.002316115147494457e+01
1.199999999999999956e-01 2.015568680554786951e+01
1.400000000000000133e-01 2.029629357056913008e+01
1.600000000000000033e-01 2.045403279854862788e+01
1.799999999999999933e-01 2.062383320337083603e+01
2.000000000000000111e-01 2.080528680257816987e+01
2.200000000000000011e-01 2.099798462527267873e+01
2.399999999999999911e-01 2.120157782935408974e+01
2.600000000000000089e-01 2.141636946581160927e+01
2.800000000000000266e-01 2.164061134097907413e+01
2.999999999999999889e-01 2.187480486113419786e+01
3.200000000000000067e-01 2.211955458389502738e+01
3.400000000000000244e-01 2.237667519234886981e+01
3.599999999999999867e-01 2.263784273583634388e+01
3.800000000000000044e-01 2.290919180936302624e+01
4.000000000000000222e-01 2.318818577395076375e+01
4.199999999999999845e-01 2.347576597452724556e+01
4.400000000000000022e-01 2.377169958866000243e+01
4.600000000000000200e-01 2.407568459054405707e+01
4.799999999999999822e-01 2.438937154625823922e+01
5.000000000000000000e-01 2.470920476157457557e+01
5.200000000000000178e-01 2.503657303438616566e+01
5.400000000000000355e-01 2.537101741254880949e+01
5.600000000000000533e-01 2.571331032105223358e+01
5.799999999999999600e-01 2.606164649463861593e+01
5.999999999999999778e-01 2.641670811049509382e+01
6.199999999999999956e-01 2.677833575645905384e+01
6.400000000000000133e-01 2.714648057485175769e+01
6.600000000000000311e-01 2.752081046761512795e+01
6.800000000000000488e-01 2.790127935077749299e+01
7.000000000000000666e-01 2.828776755280321353e+01
7.199999999999999734e-01 2.868024582747095153e+01
7.399999999999999911e-01 2.907769369617028232e+01
7.600000000000000089e-01 2.949527409003005474e+01
7.800000000000000266e-01 2.989057244353843856e+01
8.000000000000000444e-01 3.030560995728227525e+01
8.200000000000000622e-01 3.073179653256106647e+01
8.399999999999999689e-01 3.115400416810991047e+01
8.599999999999999867e-01 3.158109114376166460e+01
8.800000000000000044e-01 3.201723859786438453e+01
9.000000000000000222e-01 3.246911502657412285e+01
9.200000000000000400e-01 3.290894014627246378e+01
9.400000000000000577e-01 3.335738946644735137e+01
9.599999999999999645e-01 3.382360900851515595e+01
9.799999999999999822e-01 3.427956591978804823e+01
1.000000000000000000e+00 3.474224562121742110e+01
1.020000000000000018e+00 3.520977839291199274e+01
1.040000000000000036e+00 3.568126772669935320e+01
1.060000000000000053e+00 3.616368192924271341e+01
1.080000000000000071e+00 3.665007172562883397e+01
1.100000000000000089e+00 3.712806358533092776e+01
1.120000000000000107e+00 3.763105613434929353e+01
1.140000000000000124e+00 3.813575622805784349e+01
1.159999999999999920e+00 3.865010987666170905e+01
1.179999999999999938e+00 3.915865044676824880e+01
1.199999999999999956e+00 3.970990851241383979e+01
1.219999999999999973e+00 4.019275224061210849e+01
1.239999999999999991e+00 4.076959140356706968e+01
1.260000000000000009e+00 4.123959912506744274e+01
1.280000000000000027e+00 4.179641224351094309e+01
1.300000000000000044e+00 4.236929685646514798e+01
1.320000000000000062e+00 4.290140485286757865e+01
1.340000000000000080e+00 4.347424473142196177e+01
1.360000000000000098e+00 4.403029814475692660e+01
1.380000000000000115e+00 4.472779951196856274e+01
1.400000000000000133e+00 4.516333915460731419e+01
1.419999999999999929e+00 4.545721023423983809e+01
1.439999999999999947e+00 4.602593439204037651e+01
1.459999999999999964e+00 4.664026368701272673e+01
1.479999999999999982e+00 4.729384504521986798e+01
1.500000000000000000e+00 4.779351412401192789e+01
1.520000000000000018e+00 4.868508622965460120e+01
1.540000000000000036e+00 4.927506701466796102e+01
1.560000000000000053e+00 4.951152442482926119e+01
1.580000000000000071e+00 5.013679472229964773e+01
1.600000000000000089e+00 5.135771258727414335e+01
1.620000000000000107e+00 5.145993638636679890e+01
1.640000000000000124e+00 5.196483417757486478e+01
1.660000000000000142e+00 5.323906289443265649e+01
1.679999999999999938e+00 5.322233661060902676e+01
1.699999999999999956e+00 5.380012769972680786e+01
1.719999999999999973e+00 5.456860212234962404e+01
1.739999999999999991e+00 5.523195359946659266e+01
1.760000000000000009e+00 5.570666761580746140e+01
1.780000000000000027e+00 5.625964463807111571e+01
1.800000000000000044e+00 5.753877915252029851e+01
1.820000000000000062e+00 5.711959329933768004e+01
1.840000000000000080e+00 5.890716523497803081e+01
1.860000000000000098e+00 5.908185898270628655e+01
1.880000000000000115e+00 6.036082030479138893e+01
1.900000000000000133e+00 6.105059361551144548e+01
1.919999999999999929e+00 6.105531413784876094e+01
1.939999999999999947e+00 6.145345876782742778e+01
1.959999999999999964e+00 6.301930693439955888e+01
1.979999999999999982e+00 6.351593555572755179e+01
2.000000000000000000e+00 6.436315254384470563e+01
